ensembl_transcript_id,Classifier_Importance
ENSCGRT00001030099,0.0017781646515068828
ENSCGRT00001000017,0.0017723584488356003
ENSCGRT00001024992,0.0017718438641833093
ENSCGRT00001030263,0.0017686602555579173
ENSCGRT00001027625,0.0017621713079572071
ENSCGRT00001027593,0.0017524070256633095
ENSCGRT00001027158,0.001750526944744032
ENSCGRT00001023153,0.0017453622239245192
ENSCGRT00001017511,0.0017416572004772795
ENSCGRT00001020843,0.0017381719487199964
ENSCGRT00001004648,0.0017223466110430588
ENSCGRT00001030312,0.0017175074682664198
ENSCGRT00001025537,0.0017161453278772526
ENSCGRT00001003682,0.0017026256863551955
ENSCGRT00001012336,0.001701915188414298
ENSCGRT00001027041,0.0017002543449434757
ENSCGRT00001027079,0.0016959745608734636
ENSCGRT00001020595,0.0016955419703454826
ENSCGRT00001021700,0.0016906284337101672
ENSCGRT00001017503,0.001684958523563111
ENSCGRT00001004827,0.0016756472869550645
ENSCGRT00001021972,0.0016601776949160738
ENSCGRT00001019080,0.0016333135604965788
ENSCGRT00001026255,0.0016327111788286078
ENSCGRT00001029851,0.0016271927231872405
ENSCGRT00001026510,0.001626301231209869
ENSCGRT00001029379,0.0016223891015660463
ENSCGRT00001006856,0.0016219246615824738
ENSCGRT00001020638,0.0016161977133824829
ENSCGRT00001005398,0.0016085963862168301
ENSCGRT00001024631,0.0015875126837408596
ENSCGRT00001019656,0.001584565862635051
ENSCGRT00001021520,0.0015785580062768656
ENSCGRT00001007764,0.0015773376686268987
ENSCGRT00001002918,0.0015769067386714524
ENSCGRT00001023206,0.0015761648158882538
ENSCGRT00001028787,0.001571356439335325
ENSCGRT00001020842,0.0015328240865368776
ENSCGRT00001032148,0.0015268887418131388
ENSCGRT00001021242,0.001520649020055607
ENSCGRT00001005935,0.001517027564910245
ENSCGRT00001024909,0.0015144315826719843
ENSCGRT00001031458,0.0014972720699401826
ENSCGRT00001025310,0.0014965112535258885
ENSCGRT00001025811,0.0014938812388535345
ENSCGRT00001031470,0.001488006294906849
ENSCGRT00001028537,0.0014864556249156407
ENSCGRT00001015131,0.001474429002783258
ENSCGRT00001005696,0.0014729426722940946
ENSCGRT00001016733,0.0014530479235405518
ENSCGRT00001019485,0.0014523637131107895
ENSCGRT00001003347,0.0014422189524613731
ENSCGRT00001023396,0.0014332619278939127
ENSCGRT00001017027,0.0014196064350356743
ENSCGRT00001032551,0.0014158492817916985
ENSCGRT00001007855,0.001408017724599139
ENSCGRT00001008027,0.001379733204528989
ENSCGRT00001015023,0.0013724194849184454
ENSCGRT00001001214,0.0013690820610442842
ENSCGRT00001021562,0.0013670744986410363
ENSCGRT00001023432,0.0013625020910645264
ENSCGRT00001001170,0.0013521100485996296
ENSCGRT00001021552,0.0013391006365203741
ENSCGRT00001024862,0.0013343039115770658
ENSCGRT00001031272,0.0013205580903669744
ENSCGRT00001024139,0.0013194664319505429
ENSCGRT00001017013,0.0012991673531536746
ENSCGRT00001014927,0.0012760013059241787
ENSCGRT00001015790,0.001270383873858114
ENSCGRT00001022300,0.0012627674139178298
ENSCGRT00001016330,0.0012615472788046242
ENSCGRT00001008596,0.00125638575844462
ENSCGRT00001021622,0.0012368559115386118
ENSCGRT00001000802,0.00123474022641499
ENSCGRT00001007006,0.0012299753062256947
ENSCGRT00001008797,0.0012264971587222454
ENSCGRT00001019044,0.001226170703862307
ENSCGRT00001022753,0.0012206128371878057
ENSCGRT00001027087,0.0012043548161264782
ENSCGRT00001031105,0.0012016977651705535
ENSCGRT00001026725,0.0011996393881429466
ENSCGRT00001022526,0.0011992787902304174
ENSCGRT00001010951,0.0011953735759391729
ENSCGRT00001001076,0.0011849238648953952
ENSCGRT00001029644,0.0011832565538419182
ENSCGRT00001019473,0.0011808200776682095
ENSCGRT00001003590,0.0011701886369626959
ENSCGRT00001032521,0.0011653121237115416
ENSCGRT00001009315,0.0011595241197397308
ENSCGRT00001028397,0.0011570531171940862
ENSCGRT00001019978,0.001152296285892859
ENSCGRT00001000680,0.001137610354925002
ENSCGRT00001025724,0.001136342013295531
ENSCGRT00001030928,0.001135805997145168
ENSCGRT00001030759,0.001131720625039585
ENSCGRT00001021344,0.001125492474057688
ENSCGRT00001031699,0.0011152153404626645
ENSCGRT00001022393,0.001107435236414466
ENSCGRT00001021485,0.0011056587656697637
ENSCGRT00001024972,0.001099050284804428
ENSCGRT00001029999,0.001097602264167816
ENSCGRT00001029693,0.0010959162883228493
ENSCGRT00001002052,0.0010878044808048427
ENSCGRT00001024709,0.0010876562021575275
ENSCGRT00001029674,0.0010833708487090143
ENSCGRT00001028333,0.0010782473482695092
ENSCGRT00001025850,0.0010760446779142757
ENSCGRT00001029122,0.001075811451936937
ENSCGRT00001013846,0.0010710064754730687
ENSCGRT00001029274,0.001066602292536989
ENSCGRT00001008582,0.0010623989732398244
ENSCGRT00001001012,0.001053536574079919
ENSCGRT00001022007,0.0010532542922588334
ENSCGRT00001028592,0.0010460681312135798
ENSCGRT00001018092,0.0010449483875073617
ENSCGRT00001006845,0.0010408301837862874
ENSCGRT00001013622,0.0010387444690100915
ENSCGRT00001017360,0.001038681672374411
ENSCGRT00001024077,0.0010362881242556871
ENSCGRT00001022671,0.0010339914793513756
ENSCGRT00001024919,0.0010315137063994296
ENSCGRT00001026647,0.0010269410743674397
ENSCGRT00001032323,0.0010173896765243427
ENSCGRT00001016271,0.001016959945649599
ENSCGRT00001019126,0.0010019652417124093
ENSCGRT00001018545,0.001001131451495142
ENSCGRT00001029568,0.0009929756502380968
ENSCGRT00001013675,0.0009765776158227146
ENSCGRT00001001258,0.0009750821270382258
ENSCGRT00001000828,0.0009741934130480383
ENSCGRT00001028597,0.000971531818150389
ENSCGRT00001030518,0.0009700312363716316
ENSCGRT00001029820,0.0009642648542452105
ENSCGRT00001028627,0.0009604863351725102
ENSCGRT00001028943,0.0009602014954524973
ENSCGRT00001027038,0.0009586488204057298
ENSCGRT00001019020,0.0009569347599392952
ENSCGRT00001019962,0.0009550568238425737
ENSCGRT00001005322,0.0009539000083125982
ENSCGRT00001021699,0.0009497103420930295
ENSCGRT00001009280,0.0009472260622499143
ENSCGRT00001001594,0.0009452644764202726
ENSCGRT00001016664,0.0009342393801884635
ENSCGRT00001025663,0.000931091888485186
ENSCGRT00001024885,0.0009310454501923572
ENSCGRT00001025151,0.0009305781074304327
ENSCGRT00001018854,0.000923234631428882
ENSCGRT00001017431,0.0009208381695194516
ENSCGRT00001006480,0.0009201115788971209
ENSCGRT00001026858,0.0009170007634031322
ENSCGRT00001009021,0.0009154539867121117
ENSCGRT00001023377,0.0009074104718671819
ENSCGRT00001013921,0.0009014748753801585
ENSCGRT00001025202,0.0008980327719202152
ENSCGRT00001030448,0.0008946467856269852
ENSCGRT00001012050,0.0008891050510844663
ENSCGRT00001019769,0.0008843479643939996
ENSCGRT00001014011,0.0008839702911430545
ENSCGRT00001015427,0.000883756034011993
ENSCGRT00001020075,0.0008828827135789613
ENSCGRT00001000862,0.0008816440093518338
ENSCGRT00001004608,0.0008802995006810815
ENSCGRT00001028222,0.0008696489871343923
ENSCGRT00001008298,0.0008668929480970193
ENSCGRT00001019888,0.0008646758972408034
ENSCGRT00001020558,0.0008644531594470213
ENSCGRT00001024161,0.0008598005904305743
ENSCGRT00001029457,0.0008597857998877188
ENSCGRT00001028267,0.0008480850620231538
ENSCGRT00001025052,0.0008463270465711445
ENSCGRT00001029514,0.0008437356584925642
ENSCGRT00001028603,0.0008418795450097488
ENSCGRT00001029731,0.0008369000250122924
ENSCGRT00001028233,0.0008329802084690135
ENSCGRT00001018477,0.0008298986961149065
ENSCGRT00001016313,0.0008275395453447041
ENSCGRT00001027648,0.0008225651788558504
ENSCGRT00001000646,0.0008166470661054748
ENSCGRT00001028739,0.0008156908595875128
ENSCGRT00001025552,0.0008149262552331714
ENSCGRT00001023744,0.0008126263662711159
ENSCGRT00001020837,0.0008106001019634793
ENSCGRT00001023888,0.0008077295419743563
ENSCGRT00001018460,0.0008071908543502922
ENSCGRT00001028956,0.0008049491580206366
ENSCGRT00001001040,0.0007987322738936656
ENSCGRT00001024388,0.0007970612535059474
ENSCGRT00001010555,0.000796917735048419
ENSCGRT00001015760,0.000796589902156654
ENSCGRT00001022314,0.0007964863912826447
ENSCGRT00001027673,0.0007938415140070437
ENSCGRT00001027199,0.0007921629092018388
ENSCGRT00001002026,0.0007918203090832875
ENSCGRT00001021400,0.0007890924421620606
ENSCGRT00001007398,0.0007888605403595209
ENSCGRT00001028528,0.0007872497972260757
ENSCGRT00001013660,0.0007849725263532827
ENSCGRT00001023986,0.0007787459118900295
ENSCGRT00001012434,0.0007624612248784223
ENSCGRT00001019130,0.0007569486094543861
ENSCGRT00001000736,0.0007561975056216501
ENSCGRT00001004634,0.0007546991025377145
ENSCGRT00001011454,0.0007523151480313962
ENSCGRT00001022674,0.0007505836258047796
ENSCGRT00001020900,0.0007504391294184288
ENSCGRT00001011623,0.0007488436132585166
ENSCGRT00001028938,0.0007473144878244112
ENSCGRT00001013463,0.0007455210666824112
ENSCGRT00001029650,0.0007448392329400269
ENSCGRT00001009352,0.000742851723040023
ENSCGRT00001030679,0.0007399642798888348
ENSCGRT00001017345,0.000731813574991256
ENSCGRT00001015648,0.0007318002946080826
ENSCGRT00001016583,0.0007301881476694748
ENSCGRT00001023771,0.000727259467761231
ENSCGRT00001004485,0.0007271214047138649
ENSCGRT00001026392,0.0007242547613539971
ENSCGRT00001024306,0.0007214089661482148
ENSCGRT00001024600,0.0007197158190156143
ENSCGRT00001019072,0.000714184663837093
ENSCGRT00001029461,0.0007122602766122479
ENSCGRT00001005528,0.0007114573539288102
ENSCGRT00001028184,0.0007103614653232493
ENSCGRT00001023598,0.0007098400374553105
ENSCGRT00001017315,0.000709030215609814
ENSCGRT00001024646,0.0007062428265681193
ENSCGRT00001031676,0.0007061696931082087
ENSCGRT00001026785,0.0007033690728453361
ENSCGRT00001019677,0.000702160889135584
ENSCGRT00001000533,0.0006998375646609695
ENSCGRT00001009688,0.000694800976724528
ENSCGRT00001007785,0.0006938223113969903
ENSCGRT00001020859,0.0006905667710907736
ENSCGRT00001032561,0.0006892993068563214
ENSCGRT00001018464,0.0006853973538551722
ENSCGRT00001029114,0.0006806952208272103
ENSCGRT00001007454,0.0006788227539312135
ENSCGRT00001030094,0.0006742956984892917
ENSCGRT00001027938,0.000667444296014714
ENSCGRT00001008071,0.0006661287316348626
ENSCGRT00001025329,0.0006644760957543649
ENSCGRT00001023314,0.000662654476674806
ENSCGRT00001018702,0.0006616128067065877
ENSCGRT00001019089,0.0006560351112793173
ENSCGRT00001007626,0.0006555698773661522
ENSCGRT00001020079,0.000652591436549602
ENSCGRT00001012030,0.0006515323920587563
ENSCGRT00001013988,0.0006510659664555412
ENSCGRT00001027175,0.0006475024198104851
ENSCGRT00001006542,0.000644004260771884
ENSCGRT00001015465,0.0006435260672825117
ENSCGRT00001027964,0.0006420150405569609
ENSCGRT00001026840,0.0006417209155689723
ENSCGRT00001022720,0.000641688887312256
ENSCGRT00001025576,0.0006398623525831536
ENSCGRT00001019916,0.0006380725688446622
ENSCGRT00001028370,0.0006352460623557956
ENSCGRT00001024661,0.0006349914814435983
ENSCGRT00001004989,0.000633373126409338
ENSCGRT00001019451,0.0006322659596929129
ENSCGRT00001024207,0.0006320772126670107
ENSCGRT00001007661,0.0006278151089391137
ENSCGRT00001022078,0.0006219250974334123
ENSCGRT00001021426,0.0006192554153398594
ENSCGRT00001019825,0.0006164596798304221
ENSCGRT00001002157,0.0006164570779587618
ENSCGRT00001030989,0.0006137702173458075
ENSCGRT00001026544,0.00061118351488922
ENSCGRT00001017146,0.0006040721757359092
ENSCGRT00001021944,0.0006037965835862112
ENSCGRT00001009291,0.0006009175186953447
ENSCGRT00001021171,0.0005982716797715249
ENSCGRT00001021064,0.0005976166891730454
ENSCGRT00001022680,0.0005953708279220378
ENSCGRT00001018972,0.0005953280050976665
ENSCGRT00001022090,0.0005943047035204363
ENSCGRT00001011306,0.0005926507966184753
ENSCGRT00001017804,0.0005902273019372786
ENSCGRT00001012419,0.0005891576393153328
ENSCGRT00001021909,0.0005881785044443399
ENSCGRT00001017240,0.0005859607683431752
ENSCGRT00001000216,0.0005853989444693175
ENSCGRT00001021577,0.0005831389370654753
ENSCGRT00001021593,0.0005830901214080797
ENSCGRT00001028051,0.0005820539388376998
ENSCGRT00001011581,0.0005820087336244554
ENSCGRT00001006256,0.000580376018041759
ENSCGRT00001019636,0.000578232002637137
ENSCGRT00001019281,0.0005754528458982344
ENSCGRT00001032179,0.0005747409740289378
ENSCGRT00001026030,0.000573936690051554
ENSCGRT00001006513,0.0005736314933972513
ENSCGRT00001030456,0.000573461776585393
ENSCGRT00001002236,0.0005709564491537733
ENSCGRT00001009221,0.0005709019795944785
ENSCGRT00001030559,0.0005670662015463605
ENSCGRT00001014288,0.0005644918393096991
ENSCGRT00001018345,0.0005643377389981109
ENSCGRT00001001947,0.0005637459510196122
ENSCGRT00001017928,0.0005635905811261901
ENSCGRT00001010379,0.000563496703530698
ENSCGRT00001016825,0.0005588119865419026
ENSCGRT00001012492,0.0005570737110265293
ENSCGRT00001031842,0.0005563480315651334
ENSCGRT00001025291,0.0005550769460990121
ENSCGRT00001018882,0.00055460587999455
ENSCGRT00001030200,0.0005517138047067966
ENSCGRT00001026577,0.0005511665592694219
ENSCGRT00001015813,0.0005507588123304778
ENSCGRT00001019438,0.0005499758621457524
ENSCGRT00001013320,0.0005492172076580502
ENSCGRT00001025465,0.0005388544155939781
ENSCGRT00001022277,0.0005351854509701776
ENSCGRT00001030283,0.0005340271274596946
ENSCGRT00001011321,0.0005325204101809943
ENSCGRT00001031866,0.00053203852194509
ENSCGRT00001001964,0.000521265465011868
ENSCGRT00001028497,0.000520644122154737
ENSCGRT00001018828,0.0005180221165239943
ENSCGRT00001028308,0.0005175527126080406
ENSCGRT00001021091,0.0005162549225155476
ENSCGRT00001025575,0.0005136649784261234
ENSCGRT00001000837,0.0005112949806773133
ENSCGRT00001002811,0.0005096030874533606
ENSCGRT00001023406,0.000508560925361349
ENSCGRT00001018848,0.0005068748818748806
ENSCGRT00001002331,0.0005054266223521617
ENSCGRT00001029444,0.0005043467467429286
ENSCGRT00001021304,0.0005005982828207766
ENSCGRT00001018116,0.0004916772889787008
ENSCGRT00001004619,0.0004897956440204414
ENSCGRT00001020097,0.0004878324537244312
ENSCGRT00001008476,0.0004844183998374099
ENSCGRT00001028762,0.00048358500954807845
ENSCGRT00001023383,0.00048252787604072684
ENSCGRT00001029004,0.0004817684421608773
ENSCGRT00001011788,0.00047785081493745426
ENSCGRT00001000857,0.0004772987721848397
ENSCGRT00001026751,0.0004770600040577967
ENSCGRT00001012634,0.000476430976655864
ENSCGRT00001006929,0.00047430490261920783
ENSCGRT00001000297,0.0004731489840842676
ENSCGRT00001026960,0.0004721162884896102
ENSCGRT00001017019,0.00047086033826184315
ENSCGRT00001021607,0.00046982951881925183
ENSCGRT00001017002,0.0004695009843902217
ENSCGRT00001028532,0.0004692760955546969
ENSCGRT00001027268,0.0004681441948249403
ENSCGRT00001020492,0.00046785492098362186
ENSCGRT00001000936,0.0004676008445992266
ENSCGRT00001011267,0.00046742099417016207
ENSCGRT00001015032,0.0004642303741490674
ENSCGRT00001022387,0.0004585859983245341
ENSCGRT00001030483,0.0004555587231286124
ENSCGRT00001001805,0.00045465516603117036
ENSCGRT00001002075,0.0004539052787655768
ENSCGRT00001029328,0.00045353156315246294
ENSCGRT00001016812,0.00045276764670793224
ENSCGRT00001027667,0.00045273187733135107
ENSCGRT00001007502,0.00045201592503794257
ENSCGRT00001029885,0.0004503241094417022
ENSCGRT00001031475,0.00044883495756269635
ENSCGRT00001016080,0.00044777859441924215
ENSCGRT00001028275,0.00044644513247820545
ENSCGRT00001023846,0.00044600901374818437
ENSCGRT00001022542,0.0004428579505245257
ENSCGRT00001001918,0.00044281518774910906
ENSCGRT00001018923,0.00044205403716583393
ENSCGRT00001003941,0.0004417782329846124
ENSCGRT00001001179,0.00044155941308274
ENSCGRT00001024991,0.00044095595126523003
ENSCGRT00001027055,0.00044017775145793606
ENSCGRT00001014401,0.00043955064212430504
ENSCGRT00001015618,0.00043720547465775264
ENSCGRT00001020399,0.0004353806776453679
ENSCGRT00001030045,0.000434272292132937
ENSCGRT00001019856,0.00043425086786189895
ENSCGRT00001017275,0.0004338969492227751
ENSCGRT00001016155,0.0004329385035967414
ENSCGRT00001006697,0.0004325377317723942
ENSCGRT00001031679,0.0004324290167663663
ENSCGRT00001025459,0.0004304913571789914
ENSCGRT00001011130,0.00042711624854936144
ENSCGRT00001003274,0.00042237296813004045
ENSCGRT00001025601,0.00041622682410521187
ENSCGRT00001022707,0.0004142808453226574
ENSCGRT00001026160,0.0004132924233926609
ENSCGRT00001017445,0.00041079661060602104
ENSCGRT00001028285,0.0004102209072343186
ENSCGRT00001008594,0.000408052474315444
ENSCGRT00001025923,0.00040767761917919913
ENSCGRT00001025046,0.0004068496380618146
ENSCGRT00001031764,0.0004054387377875106
ENSCGRT00001008152,0.00040268978446893205
ENSCGRT00001020784,0.00040243900566156224
ENSCGRT00001006980,0.0004017018076380778
ENSCGRT00001026715,0.0004007827589712311
ENSCGRT00001018268,0.00040038282386629047
ENSCGRT00001000428,0.00039960205953121913
ENSCGRT00001000206,0.0003942120375083538
ENSCGRT00001024954,0.0003940271382840921
ENSCGRT00001023138,0.0003934302404080093
ENSCGRT00001002463,0.0003928614388156368
ENSCGRT00001012833,0.0003927840178457996
ENSCGRT00001028472,0.00039210455549398225
ENSCGRT00001013196,0.0003912215721572716
ENSCGRT00001028877,0.00039020197679415567
ENSCGRT00001015108,0.00038962484289007017
ENSCGRT00001012713,0.0003880667377459998
ENSCGRT00001019771,0.00038770888390471603
ENSCGRT00001028418,0.0003875425538053198
ENSCGRT00001019566,0.00038719435268669207
ENSCGRT00001032019,0.00038536846797130366
ENSCGRT00001027109,0.0003788019305875676
ENSCGRT00001009970,0.0003767406482137311
ENSCGRT00001024385,0.0003744782349433517
ENSCGRT00001023011,0.0003737623664741979
ENSCGRT00001018294,0.0003717707854343215
ENSCGRT00001030896,0.00037107072246104654
ENSCGRT00001031555,0.00037046022137524217
ENSCGRT00001028895,0.00036985318360776756
ENSCGRT00001032108,0.00036955458222417183
ENSCGRT00001000208,0.00036936063582945154
ENSCGRT00001028056,0.00036751506521905076
ENSCGRT00001003000,0.0003629946770498917
ENSCGRT00001021089,0.00036119113965899944
