ensembl_transcript_id,sym,ensembl_peptide_id,Spearman_Correlation,P_Value,Score,Variance,Gene,Importance,Classifier_Importance,P_Value_Corrected,Final_Composite_Score
ENSCGRT00001022208,Osmr,ENSCGRP00001017964,0.3602295491858837,0.2342300463805652,0.08478646825940231,0.028178755844337714,16273,1.940732481532349e-07,0.0,0.026366098461264437,0.1107055425275284
ENSCGRT00001023993,Ern2,ENSCGRP00001019749,0.34879727673931715,0.17745554429015828,0.11436158102084817,0.04788074845110592,17895,0.00828063662301869,0.0,0.031409641314484406,0.11067836997130014
ENSCGRT00001016748,Gprc5a,ENSCGRP00001012514,0.3600638640779624,0.2333262315426903,0.08517528022661275,0.01900859058110513,11435,1.0788807899175926e-05,0.0,0.02643634387917416,0.11066656969407085
ENSCGRT00001016144,Tia1,ENSCGRP00001011911,0.35958187103673694,0.23071075008422656,0.08631281922273068,0.012495760703301962,10901,1.2283345911268918e-07,0.0,0.026641165376603878,0.11053872084039215
ENSCGRT00001031135,ENSCGRG00001024074,ENSCGRP00001026889,0.3595065596240455,0.23030393429023066,0.0864914286883531,0.035236522455875295,24293,8.809284677784314e-06,0.0,0.026673232133897194,0.1105223743502406
ENSCGRT00001021251,Cd37,ENSCGRP00001017007,0.3590396288653583,0.22779283869845637,0.08760406544752004,0.008354567204851391,15421,3.402250806230957e-05,0.0,0.02687242888398506,0.11041103942582779
ENSCGRT00001017659,ENSCGRG00001014567,ENSCGRP00001013422,0.3587534454971307,0.22626327021660525,0.08829049102806012,0.02111411389871472,12231,1.6290800493472068e-06,0.0,0.026994843403189903,0.11032608816747547
ENSCGRT00001008696,Opcml,ENSCGRP00001005632,0.35819614104321373,0.2233052933662084,0.08963703861741881,0.05676784251938152,5363,2.3383893300869e-06,0.0,0.02723394197840778,0.11018305494707042
ENSCGRT00001011850,Zfp711,ENSCGRP00001007778,0.3561476706180055,0.21266618265481138,0.09469901782908585,0.0018799668790671846,7366,0.0014583328843578629,0.0,0.02812090470585948,0.11016680816551286
ENSCGRT00001028877,Pou2f1,ENSCGRP00001024631,0.29381994547453727,0.033622290689414504,0.35045271450542326,0.03266447896468083,22268,0.011116069718636271,0.04768934107059769,0.06163508970598599,0.1101224522821319
ENSCGRT00001020871,Frmpd4,ENSCGRP00001016627,0.3576388365892968,0.22037455164844125,0.0909966216440201,0.021873747392607595,15080,3.9952904467557693e-05,0.0,0.02747398332142794,0.11005303282549549
