ensembl_transcript_id,sym,ensembl_peptide_id,Spearman_Correlation,P_Value,Score,Variance
ENSCGRT00001020210,Nav2,ENSCGRP00001015966,-0.3750820440693859,0.0006078216824187174,1.206347801470117,0.006949759535898759
ENSCGRT00001020735,Brat1,ENSCGRP00001016491,-0.3749648382559775,0.0006104167602418439,1.2052770584370316,0.026593250802499562
ENSCGRT00001019785,Gpd1l,ENSCGRP00001015542,-0.3749648382559775,0.0006104167602418439,1.2052770584370316,0.3327450138279019
ENSCGRT00001002224,Or10ad1b,ENSCGRP00001001849,0.3749413970932958,0.0006109369873268841,1.2050629929341992,0.0024321825031986648
ENSCGRT00001001055,Lrrc8a,ENSCGRP00001001031,0.37491795593061417,0.0006114576189067327,1.2048489551265937,0.0030555742321359647
ENSCGRT00001016501,ENSCGRG00001013714,ENSCGRP00001012268,0.3748945147679325,0.0006119786552622975,1.20463494501163,0.002597978037426191
ENSCGRT00001012887,Hnrnpdl,ENSCGRP00001008745,0.37484763244256925,0.000613021943425054,1.2042070078492855,0.0032415975818780502
ENSCGRT00001018218,Armcx2,ENSCGRP00001013981,-0.37482419127988753,0.0006135441957949048,1.2039930807967338,0.01477249228302856
ENSCGRT00001019265,Ndufv1,ENSCGRP00001015026,0.37482419127988753,0.0006135441957949048,1.2039930807967338,0.0012775847567879724
ENSCGRT00001022251,Bst1,ENSCGRP00001018007,0.37473042662916084,0.0006156372671029636,1.203137649383698,0.008543703686681189
ENSCGRT00001022332,Etl4,ENSCGRP00001018088,0.3746835443037975,0.0006166862438028146,1.202710099719305,0.018276987179841254
ENSCGRT00001026911,ENSCGRG00001021144,ENSCGRP00001022666,-0.37458977965307083,0.0006187890905945067,1.2018553323714294,0.15405237644481914
ENSCGRT00001011302,Map3k5,ENSCGRP00001007279,0.3745663384903892,0.0006193158233997672,1.2016417096820846,0.008355336398169703
ENSCGRT00001030447,Entpd8,ENSCGRP00001026201,0.3745663384903892,0.0006193158233997672,1.2016417096820846,0.01324039331648917
ENSCGRT00001025317,Prdm16,ENSCGRP00001021073,0.3745428973277075,0.000619842965214586,1.2014281146466248,0.0007656954088816221
ENSCGRT00001014797,Ccdc121rt3,ENSCGRP00001010573,0.3745194561650258,0.000620370516322573,1.2012145472624671,0.0018905727371238995
ENSCGRT00001027316,Adam23,ENSCGRP00001023071,0.37449601500234414,0.000620898477007498,1.2010010075270319,0.0020614879051792604
ENSCGRT00001025134,Pex12,ENSCGRP00001020890,0.37449601500234414,0.000620898477007498,1.2010010075270319,0.0027029565427203507
ENSCGRT00001018870,Anxa3,ENSCGRP00001014633,0.3744256915142991,0.000622484819364237,1.20036055418724,0.0032822460279620103
ENSCGRT00001029200,Egr2,ENSCGRP00001024954,0.3744256915142991,0.000622484819364237,1.20036055418724,0.014791171786304114
ENSCGRT00001022586,ENSCGRG00001018129,ENSCGRP00001018342,-0.3744256915142991,0.000622484819364237,1.20036055418724,0.032899941559478486
ENSCGRT00001023945,Pomt1,ENSCGRP00001019701,0.3743788091889358,0.0006235444340303023,1.199933723490333,0.002326086082128526
ENSCGRT00001032353,Rbm14,ENSCGRP00001028105,-0.3741209563994375,0.000629401782649776,1.1975881298804472,0.002301760404818772
ENSCGRT00001026648,Myh13,ENSCGRP00001022403,-0.3741209563994375,0.000629401782649776,1.1975881298804472,0.026722949597131153
ENSCGRT00001026251,Os9,ENSCGRP00001022007,0.3741209563994375,0.000629401782649776,1.1975881298804472,0.0038653176099653365
ENSCGRT00001027044,Plin3,ENSCGRP00001022799,0.37405063291139246,0.0006310079283044636,1.196949002378929,0.008492626445258548
ENSCGRT00001024174,Ubqln5,ENSCGRP00001019930,0.37395686826066576,0.0006331552712213014,1.1960972187248073,0.0011230168278165808
ENSCGRT00001019894,ENSCGRG00001016204,ENSCGRP00001015651,0.37390998593530245,0.0006342314401604431,1.195671492429043,0.015063596718713814
ENSCGRT00001003043,ENSCGRG00001002505,non-coding,0.37390998593530245,0.0006342314401604431,1.195671492429043,0.010785524783638934
ENSCGRT00001006569,Nefh,ENSCGRP00001004387,0.37381622128457576,0.0006363887845250741,1.1948203707970795,0.0032066993894922695
ENSCGRT00001027251,Klrd1,ENSCGRP00001023006,0.37372245663384906,0.0006385528196034121,1.1939696903072103,0.0019398474173113512
ENSCGRT00001015576,Pfkfb2,ENSCGRP00001011344,-0.37369901547116735,0.0006390948759659832,1.1937570890938884,0.008950082244311718
ENSCGRT00001014138,Slc26a11,ENSCGRP00001009919,0.3736755743084857,0.0006396373519449987,1.193544515439078,0.0033091134973116314
ENSCGRT00001020824,Togaram2,ENSCGRP00001016580,0.3736755743084857,0.0006396373519449987,1.193544515439078,0.0011802324095393306
ENSCGRT00001021245,Btla,ENSCGRP00001017001,0.37365213314580403,0.0006401802478303876,1.1933319693402051,0.0049620035104668584
ENSCGRT00001000785,Sh3bgrl,ENSCGRP00001000761,0.3736286919831224,0.000640723563912253,1.1931194507946965,0.0025431788886680017
ENSCGRT00001019603,ENSCGRG00001015979,ENSCGRP00001015362,-0.3736286919831224,0.000640723563912253,1.1931194507946965,0.004916172762124392
ENSCGRT00001029431,Tfb1m,ENSCGRP00001025185,0.3735583684950774,0.0006423560362402701,1.1924820604526334,0.0023556777903457715
ENSCGRT00001021358,Abca3,ENSCGRP00001017114,0.3734646038443507,0.0006445385663911726,1.1916325922542672,0.0029667863032693284
ENSCGRT00001008826,Rps6ka3,ENSCGRP00001005706,-0.3732770745428973,0.0006489239265132665,1.1899349772669092,0.004684374170969341
ENSCGRT00001016189,Tm7sf2,ENSCGRP00001011956,0.3732770745428973,0.0006489239265132665,1.1899349772669092,0.013977652205508354
ENSCGRT00001016078,Uso1,ENSCGRP00001011845,0.3732770745428973,0.0006489239265132665,1.1899349772669092,0.0015035506633718594
ENSCGRT00001030643,Lmnb1,ENSCGRP00001026397,0.37325363338021567,0.0006494740053332397,1.189722899225499,0.01873669349429889
ENSCGRT00001003683,Tex48,ENSCGRP00001002700,0.37325363338021567,0.0006494740053332397,1.189722899225499,0.003927240271651057
ENSCGRT00001000150,ENSCGRG00001000130,ENSCGRP00001000127,-0.37325363338021567,0.0006494740053332397,1.189722899225499,0.02431950652701192
ENSCGRT00001027784,Grid2ip,ENSCGRP00001023538,0.37320675105485235,0.0006505754387302686,1.1892988256690864,0.002684367986100962
ENSCGRT00001008733,Plpp7,ENSCGRP00001005654,0.373159868729489,0.0006516785750923791,1.188874862130762,0.0012164335993651075
ENSCGRT00001016688,Gdf10,ENSCGRP00001012454,0.373089545241444,0.0006533364778347312,1.1882391230622489,0.0021004026641701814
ENSCGRT00001010387,Tnfrsf9,ENSCGRP00001006596,0.3730661040787623,0.0006538899661114715,1.1880272650261996,0.0022580712264994463
ENSCGRT00001032169,Ralgapa1,ENSCGRP00001027921,0.3730661040787623,0.0006538899661114715,1.1880272650261996,0.03077038062130748
ENSCGRT00001028875,Rapgef2,ENSCGRP00001024629,0.3729723394280357,0.0006561081972176536,1.18718010774749,0.0036071837761089865
ENSCGRT00001021745,Il1rap,ENSCGRP00001017501,-0.372948898265354,0.0006566638259683673,1.1869683871313503,0.006357118599403527
ENSCGRT00001024038,ENSCGRG00001019129,ENSCGRP00001019794,-0.372948898265354,0.0006566638259683673,1.1869683871313503,0.08340348236985821
ENSCGRT00001028501,Faap20,ENSCGRP00001024255,0.37292545710267233,0.0006572198836990999,1.1867566939914944,0.0012575968139897338
ENSCGRT00001026957,Epas1,ENSCGRP00001022712,-0.37292545710267233,0.0006572198836990999,1.1867566939914944,0.0035719679724109115
ENSCGRT00001010332,Maz,ENSCGRP00001006559,0.3729020159399906,0.0006577763707053389,1.1865450283253554,0.010086701819135535
ENSCGRT00001024872,Nbl1,ENSCGRP00001020628,-0.3729020159399906,0.0006577763707053389,1.1865450283253554,0.0025545808529656914
ENSCGRT00001017219,Dhx30,ENSCGRP00001012983,0.37283169245194564,0.0006594484103345467,1.185910196143589,0.0013143107372108795
ENSCGRT00001025327,Eml5,ENSCGRP00001021083,0.3727848101265823,0.0006605652552232884,1.1854871120106356,0.0018726679291237913
ENSCGRT00001028455,Rnf214,ENSCGRP00001024209,0.37276136896390066,0.0006611243240975221,1.185275611132932,0.0043737634590613915
ENSCGRT00001005822,Uck1,ENSCGRP00001003945,-0.3727144866385373,0.0006622437561892576,1.1848526917422506,0.057851322415622235
ENSCGRT00001001630,Kcnq2,ENSCGRP00001001498,0.3727144866385373,0.0006622437561892576,1.1848526917422506,0.0017878779669292068
ENSCGRT00001021426,Mpst,ENSCGRP00001017182,-0.37259728082512894,0.0006650499006213164,1.1837958736068168,0.03428279792791612
ENSCGRT00001018314,Psd2,ENSCGRP00001014077,-0.3725738396624473,0.0006656124286085565,1.183584592303443,0.0015682311723129393
ENSCGRT00001028667,Dock10,ENSCGRP00001024421,0.3725269573370839,0.0006667387860677465,1.1831621119999076,0.0010727143965604722
ENSCGRT00001016871,Slc7a14,ENSCGRP00001012636,0.37248007501172065,0.0006678668808293826,1.1827397414169118,0.0008752320595050184
ENSCGRT00001021582,Sgcg,ENSCGRP00001017338,0.37248007501172065,0.0006678668808293826,1.1827397414169118,0.0013074657989909971
ENSCGRT00001032544,Sun3,ENSCGRP00001028296,0.3724331926863572,0.0006689967152833466,1.182317480533961,0.0014826777320128331
ENSCGRT00001028925,Asic4,ENSCGRP00001024679,0.37240975152367556,0.0006695622856425554,1.182106391223601,0.03182647861431064
ENSCGRT00001004343,Cldn19,ENSCGRP00001003087,0.3723628691983123,0.0006706947341222015,1.181684294852306,0.0022697041960122364
ENSCGRT00001018819,Ikbip,ENSCGRP00001014582,0.3723628691983123,0.0006706947341222015,1.181684294852306,0.005588921820847021
ENSCGRT00001031845,Coq4,ENSCGRP00001027597,0.3723628691983123,0.0006706947341222015,1.181684294852306,0.0029794054379583585
ENSCGRT00001006959,Gm22154,non-coding,0.3723628691983123,0.0006706947341222015,1.181684294852306,0.002167599850607772
ENSCGRT00001013699,Nxpe4,ENSCGRP00001009483,0.3723159868729489,0.0006718289282812221,1.181262308129844,0.0012365253420032888
ENSCGRT00001015066,Frmpd1,ENSCGRP00001010840,0.37229254571026726,0.0006723966807403196,1.1810513558805247,0.0015818434856698625
ENSCGRT00001022305,Tmsb10b,ENSCGRP00001018061,-0.37229254571026726,0.0006723966807403196,1.1810513558805247,0.015049624788477116
ENSCGRT00001030720,Ces5a,ENSCGRP00001026474,0.3722691045475856,0.0006729648705193955,1.180840431035735,0.00397513454819813
ENSCGRT00001007540,Hmgn1,ENSCGRP00001004958,0.37222222222222223,0.00067410256323933,1.1804186635495044,0.0015051201788202836
ENSCGRT00001029388,Akap4,ENSCGRP00001025142,-0.3721987810595406,0.0006746720667815458,1.1802078209029463,0.03309097725822912
ENSCGRT00001007290,Metazoa_SRP-ENSCGRG00001006201,non-coding,0.3721987810595406,0.0006746720667815458,1.1802078209029463,0.002710810468215804
ENSCGRT00001015744,Anln,ENSCGRP00001011512,0.37215189873417726,0.0006758123897352126,1.1797862177901515,0.0016641223744917725
ENSCGRT00001001407,Rnf19b,ENSCGRP00001001344,0.37212845757149554,0.0006763832097490946,1.1795754573187966,0.0019650992951102406
ENSCGRT00001026715,Rnf8,ENSCGRP00001022470,0.3721050164088139,0.0006769544691895806,1.1793647242340621,0.03470924980535938
ENSCGRT00001008024,Gsn,ENSCGRP00001005240,-0.3720815752461322,0.0006775261683583385,1.1791540185333873,0.003760755335988643
ENSCGRT00001028128,Stk31,ENSCGRP00001023882,-0.3720815752461322,0.0006775261683583385,1.1791540185333873,0.005356806132220159
ENSCGRT00001001615,ENSCGRG00001001248,ENSCGRP00001001489,-0.37205813408345056,0.0006780983075571946,1.1789433402142173,0.0016684367213898946
ENSCGRT00001026558,Barx1,ENSCGRP00001022313,0.3720112517580873,0.0006792439072534515,1.1785220657101583,0.004869557533117355
ENSCGRT00001016220,Fancc,ENSCGRP00001011987,0.37198781059540553,0.0006798173683554109,1.1783114695201558,0.011252291447724733
ENSCGRT00001029109,Diaph1,ENSCGRP00001024863,0.3719409282700422,0.0006809656145797315,1.1778903592514232,0.0007242078588404593
ENSCGRT00001024312,Rffl,ENSCGRP00001020068,0.3718940459446789,0.0006821156281836549,1.1774693584473455,0.00841503520723686
ENSCGRT00001026024,Spag9,ENSCGRP00001021780,0.3718940459446789,0.0006821156281836549,1.1774693584473455,0.002692671866885989
ENSCGRT00001005307,P2ry1,ENSCGRP00001003646,0.37187060478199724,0.0006826912985107852,1.1772588990881634,0.0033730951291188025
ENSCGRT00001028319,Gbp3,ENSCGRP00001024073,0.3718471636193156,0.0006832674115925579,1.1770484670874777,0.0008016827301695359
ENSCGRT00001022606,Zmynd15,ENSCGRP00001018362,0.3717533989685889,0.0006855762975411131,1.1762070126186062,0.002002639705840055
ENSCGRT00001013576,Alx1,ENSCGRP00001009370,0.3717533989685889,0.0006855762975411131,1.1762070126186062,0.0015481663573338757
ENSCGRT00001018492,Jakmip2,ENSCGRP00001014255,0.37170651664322557,0.0006867334049458241,1.1757864494687298,0.0015074453788570922
ENSCGRT00001003177,Saxo2,ENSCGRP00001002415,0.37170651664322557,0.0006867334049458241,1.1757864494687298,0.002395095509836754
ENSCGRT00001020508,Samd4b,ENSCGRP00001016264,0.37168307548054386,0.0006873126258214318,1.1755762089059918,0.004300777246756404
ENSCGRT00001016970,Ccsap,ENSCGRP00001012735,0.3716127519924989,0.0006890529608002581,1.1749456512359406,0.002499577283960167
ENSCGRT00001001009,Tex261,ENSCGRP00001000985,-0.37158931082981717,0.0006896339642613091,1.174735520010133,0.005623842395990983
ENSCGRT00001016241,Epc1,ENSCGRP00001012008,0.3715658696671355,0.0006902154141322448,1.1745254161121772,0.10291997233397447
ENSCGRT00001020456,ENSCGRG00001016611,ENSCGRP00001016212,0.3715658696671355,0.0006902154141322448,1.1745254161121772,0.001623837918921779
ENSCGRT00001000290,Dlg1,ENSCGRP00001000266,0.3715189873417722,0.0006913796543270453,1.1741052902896065,0.001789493499028845
ENSCGRT00001021652,Slfn14,ENSCGRP00001017408,0.3715189873417722,0.0006913796543270453,1.1741052902896065,0.05203803380832747
ENSCGRT00001025070,Clmp,ENSCGRP00001020826,0.3714721050164088,0.0006925456838329789,1.1736852737478127,0.004255316119759461
ENSCGRT00001023494,Litaf,ENSCGRP00001019250,-0.3714017815283639,0.0006942980884130318,1.173055453791929,0.13078522069249793
ENSCGRT00001021966,Ankrd17,ENSCGRP00001017722,0.3714017815283639,0.0006942980884130318,1.173055453791929,0.010797504572033793
ENSCGRT00001002452,Ring1,ENSCGRP00001001983,0.37130801687763715,0.0006966409133441165,1.1722160761429818,0.0068622324802717054
ENSCGRT00001030973,ENSCGRG00001023957,ENSCGRP00001026727,0.37128457571495543,0.0006972277440352744,1.172006299980213,0.002628981623476889
ENSCGRT00001012401,Rce1,ENSCGRP00001008283,-0.37126113455227383,0.0006978150251253759,1.1717965511121335,0.001847066347101313
ENSCGRT00001030166,Mrps16,ENSCGRP00001025920,-0.3712142522269105,0.0006989909397350743,1.171377135249839,0.0012633752155064247
ENSCGRT00001021635,Batf3,ENSCGRP00001017391,-0.37119081106422874,0.0006995795738714449,1.1711674682505249,0.01767398776321969
ENSCGRT00001014575,Zfp335,ENSCGRP00001010354,0.37119081106422874,0.0006995795738714449,1.1711674682505249,0.00347523849254853
ENSCGRT00001001760,Gpr19,ENSCGRP00001001579,0.37119081106422874,0.0006995795738714449,1.1711674682505249,0.0011135980349854643
ENSCGRT00001010278,ENSCGRG00001008847,ENSCGRP00001006529,0.3711673699015471,0.0007001686596403023,1.1709578285357045,0.007628173575138725
ENSCGRT00001000352,Car15,ENSCGRP00001000329,0.3711439287388655,0.0007007581973504902,1.1707482161028275,0.009555314757154997
ENSCGRT00001032376,Psme4,ENSCGRP00001028128,0.37109704641350216,0.0007019386298311293,1.1703290730727087,0.005140238156320748
ENSCGRT00001013173,Chpt1,ENSCGRP00001009007,0.3710736052508205,0.0007025295252201583,1.1701195424703723,0.004058169036436549
ENSCGRT00001001212,Clcn4,ENSCGRP00001001188,0.3710736052508205,0.0007025295252201583,1.1701195424703723,0.0006123196743121057
ENSCGRT00001001270,Tbc1d10a,ENSCGRP00001001245,0.3709798406000938,0.0007048976416596326,1.1692816927530705,0.002457143442607175
ENSCGRT00001028857,Crtc3,ENSCGRP00001024611,-0.3709798406000938,0.0007048976416596326,1.1692816927530705,0.0023574314147062504
ENSCGRT00001019687,Pim1,ENSCGRP00001015445,-0.3708860759493671,0.0007072730287998933,1.1684442792207932,0.026587768933431104
ENSCGRT00001020265,Arhgap17,ENSCGRP00001016021,0.37079231129864043,0.0007096557065286781,1.1676073017105941,0.0022374707226935544
ENSCGRT00001030975,Ptpru,ENSCGRP00001026729,0.37076887013595883,0.0007102525174503654,1.167398125442405,0.0034121464164206953
ENSCGRT00001029996,Slc25a25,ENSCGRP00001025750,-0.37074542897327717,0.0007108497855914367,1.1671889764128704,0.2182328135132262
ENSCGRT00001016217,Fancc,ENSCGRP00001011984,-0.3707219878105954,0.0007114475112640147,1.166979854619444,0.009536235885218644
ENSCGRT00001028806,Hnrnpa2b1,ENSCGRP00001024560,0.37069854664791374,0.0007120456947803825,1.1667707600595856,0.004491649915968116
ENSCGRT00001027920,Pde12,ENSCGRP00001023674,-0.370675105485232,0.0007126443364530289,1.1665616927307485,0.009185141219641865
ENSCGRT00001024207,Mob1a,ENSCGRP00001019963,0.37048757618377876,0.0007174500010180368,1.164890134111668,0.0009932247239632442
ENSCGRT00001014753,Glrx,ENSCGRP00001010532,0.37048757618377876,0.0007174500010180368,1.164890134111668,0.05066378397321273
ENSCGRT00001024236,ENSCGRG00001019257,ENSCGRP00001019992,0.3704641350210971,0.0007180527801889468,1.1646813117475951,0.0022564836286276305
ENSCGRT00001016887,Csad,ENSCGRP00001012652,0.3704641350210971,0.0007180527801889468,1.1646813117475951,0.0029696149880489783
ENSCGRT00001000900,Adcyap1r1,ENSCGRP00001000876,0.3704406938584154,0.0007186560206510062,1.1644725165891174,0.0019052652490420998
ENSCGRT00001019655,ENSCGRG00001016030,ENSCGRP00001015413,-0.3704172526957337,0.000719259722718701,1.1642637486336962,0.05773292189188285
ENSCGRT00001019849,Aftph,ENSCGRP00001015606,0.3704172526957337,0.000719259722718701,1.1642637486336962,0.0022773218039852283
ENSCGRT00001004558,Tmem267,ENSCGRP00001003205,-0.37039381153305206,0.0007198638867067172,1.1640550078787886,0.00453578180493599
ENSCGRT00001026211,Cfb,ENSCGRP00001021967,0.3703703703703704,0.0007204685129299228,1.163846294321853,0.004083031959830731
ENSCGRT00001025590,Tmem154,ENSCGRP00001021346,0.3703469292076887,0.0007210736017033662,1.1636376079603488,0.005963614602678359
ENSCGRT00001028206,Ubxn11,ENSCGRP00001023960,0.3702766057196437,0.0007228916464783369,1.1630117120230283,0.014843749673053705
ENSCGRT00001004199,ENSCGRG00001003501,ENSCGRP00001003004,-0.37025316455696206,0.0007234985886068834,1.1628031344178509,0.035569961337271354
ENSCGRT00001001505,Kctd4,ENSCGRP00001001416,-0.37025316455696206,0.0007234985886068834,1.1628031344178509,0.09563141628298254
ENSCGRT00001032574,Zfp605,ENSCGRP00001028326,0.37022972339428034,0.0007241059948636681,1.1625945839954055,0.002810740419629137
ENSCGRT00001010729,Cds1,ENSCGRP00001006796,0.3702062822315987,0.0007247138655648439,1.162386060753154,0.0018764896403362272
ENSCGRT00001021567,Rangap1,ENSCGRP00001017323,0.3700656352555087,0.0007283708608320986,1.1611354919415209,0.06786247127398101
ENSCGRT00001009415,H4c4,ENSCGRP00001006046,0.3700656352555087,0.0007283708608320986,1.1611354919415209,0.0006175793527900211
ENSCGRT00001018101,Tmem68,ENSCGRP00001013864,0.36997187060478204,0.0007308181867043559,1.160302322682762,0.00433340740279275
ENSCGRT00001025133,D8Ertd738e,ENSCGRP00001020889,-0.36997187060478204,0.0007308181867043559,1.160302322682762,0.003356579706391865
ENSCGRT00001025641,Tmbim1,ENSCGRP00001021397,-0.36997187060478204,0.0007308181867043559,1.160302322682762,0.0019619763429849
ENSCGRT00001020353,ENSCGRG00001016539,ENSCGRP00001016109,-0.3699249882794186,0.0007320446559741517,1.159885900977184,0.035336405452176506
ENSCGRT00001016494,Pign,ENSCGRP00001012261,0.3699249882794186,0.0007320446559741517,1.159885900977184,0.002993167052159096
ENSCGRT00001026006,Ltbp4,ENSCGRP00001021762,0.36987810595405535,0.0007332729995290633,1.1594695878604186,0.001203547455480932
ENSCGRT00001024952,ENSCGRG00001019774,ENSCGRP00001020708,-0.3698546647913737,0.0007338878749604204,1.1592614720165004,0.003658322697642468
ENSCGRT00001026585,Akap11,ENSCGRP00001022340,0.369760900140647,0.000736352075160151,1.1584292800114244,0.002424267793094539
ENSCGRT00001009802,Rasgrp1,ENSCGRP00001006255,0.369760900140647,0.000736352075160151,1.1584292800114244,0.0064789170603534564
ENSCGRT00001022010,ENSCGRG00001017709,ENSCGRP00001017766,0.36962025316455693,0.0007400625060624788,1.1571818058367813,0.004024228376306535
ENSCGRT00001012631,Fancd2,ENSCGRP00001008502,0.3695968120018753,0.0007406825638946798,1.1569739883889996,0.001970645148852417
ENSCGRT00001026704,ENSCGRG00001021001,ENSCGRP00001022459,0.3695968120018753,0.0007406825638946798,1.1569739883889996,0.007962445958663257
ENSCGRT00001028736,Kif1b,ENSCGRP00001024490,-0.3695968120018753,0.0007406825638946798,1.1569739883889996,0.017083157054138254
ENSCGRT00001018222,Musk,ENSCGRP00001013985,0.36952648851383035,0.0007425455769806888,1.1563506987058332,0.0067188856211140785
ENSCGRT00001001142,Zcchc10,ENSCGRP00001001118,0.36945616502578527,0.0007444128562051985,1.155727652959747,0.00106141612295304
ENSCGRT00001007948,Tnrc18,ENSCGRP00001005199,0.3694327238631036,0.0007450362321468652,1.1555200252408093,0.0013194747076917996
ENSCGRT00001020113,Tmeff2,ENSCGRP00001015870,0.369409282700422,0.0007456600833925906,1.1553124246158641,0.009790207250741034
ENSCGRT00001026098,Gstp1,ENSCGRP00001021854,0.369409282700422,0.0007456600833925906,1.1553124246158641,0.0012730723772718564
ENSCGRT00001028091,Nhsl1,ENSCGRP00001023845,0.36936240037505863,0.0007469092130870755,1.1548973046378261,0.0035765381933880887
ENSCGRT00001023845,Cldn10,ENSCGRP00001019601,-0.3692217533989686,0.00075066804306405,1.1536525946963212,0.0216703226717689
ENSCGRT00001021765,Kif4,ENSCGRP00001017521,0.3692217533989686,0.00075066804306405,1.1536525946963212,0.007695005854047644
ENSCGRT00001013031,ENSCGRG00001011065,ENSCGRP00001008877,0.3691514299109236,0.0007525539095806512,1.1530306052211763,0.004524841755271565
ENSCGRT00001019060,Sfxn3,ENSCGRP00001014822,0.36912798874824193,0.0007531834896968742,1.1528233295267638,0.0010335857604968708
ENSCGRT00001026924,Pla2g4a,ENSCGRP00001022679,-0.36905766526019695,0.0007550751084265786,1.1522016648000293,0.013283456955579413
ENSCGRT00001020870,Pdcl3,ENSCGRP00001016626,0.36905766526019695,0.0007550751084265786,1.1522016648000293,0.0029187316414698823
ENSCGRT00001001869,4931414P19Rik,ENSCGRP00001001643,0.3690342240975153,0.0007557066085478298,1.1519944973348588,0.020398919541008136
ENSCGRT00001015786,Rab4a,ENSCGRP00001011554,-0.3690342240975153,0.0007557066085478298,1.1519944973348588,0.004681688671859317
ENSCGRT00001024148,Bard1,ENSCGRP00001019904,0.3690107829348336,0.0007563385894840637,1.1517873569206794,0.015257740854900103
ENSCGRT00001012127,Lrrc30,ENSCGRP00001008030,0.36894045944678855,0.0007582374204423093,1.151166097958813,0.0013708719994966086
ENSCGRT00001016182,ENSCGRG00001013474,ENSCGRP00001011949,-0.3688466947960619,0.0007607759462540998,1.1503381312368912,0.0330304287766692
ENSCGRT00001032051,Capn10,ENSCGRP00001027803,0.3688232536333802,0.0007614117854573888,1.1501312071396694,0.005930660999375926
ENSCGRT00001017890,Gmfb,ENSCGRP00001013653,0.36877637130801694,0.0007626849154554033,1.1497174400274566,0.003762959157921916
ENSCGRT00001026882,Cldn18,ENSCGRP00001022637,0.3687060478199719,0.000764598244347475,1.1490969920268348,0.00842965466466703
ENSCGRT00001020901,Ro60,ENSCGRP00001016657,0.3687060478199719,0.000764598244347475,1.1490969920268348,0.0038484329324081587
ENSCGRT00001030926,ENSCGRG00001023929,ENSCGRP00001026680,0.36868260665729025,0.0007652369909958985,1.1488902300612478,0.000805642512220076
ENSCGRT00001031598,P4htm,ENSCGRP00001027351,0.36856540084388195,0.000768438016658901,1.1478568253793753,0.0020200646446404836
ENSCGRT00001019423,Zbtb41,ENSCGRP00001015184,0.3684481950304735,0.0007716512265412962,1.1468240957096287,0.01388712553202846
ENSCGRT00001008834,ENSCGRG00001007559,ENSCGRP00001005711,0.36840131270511023,0.0007729399313130582,1.1464111927744924,0.0019756994929416597
ENSCGRT00001001460,Adam32,ENSCGRP00001001385,0.3683778715424285,0.0007735850180536492,1.146204781782428,0.005895798539109304
ENSCGRT00001017523,Impact,ENSCGRP00001013286,0.3683544303797468,0.0007742305948053247,1.1459983977706707,0.0037622293419658074
ENSCGRT00001030294,ENSCGRG00001023478,ENSCGRP00001026048,0.3683544303797468,0.0007742305948053247,1.1459983977706707,0.002458685548988186
ENSCGRT00001024745,Helb,ENSCGRP00001020501,-0.36833098921706514,0.0007748766618992792,1.1457920407367004,0.023691007097786737
ENSCGRT00001025322,Nek9,ENSCGRP00001021078,0.36821378340365685,0.000778114364108553,1.144760660145419,0.005935160370155863
ENSCGRT00001028012,Tex13b,ENSCGRP00001023766,-0.36814345991561187,0.0007800628907798607,1.1441421553627826,0.004686934075243404
ENSCGRT00001018312,Ncan,ENSCGRP00001014075,-0.3680496952648852,0.0007826678345419169,1.1433178596790037,0.0019451952797923553
ENSCGRT00001020399,Ythdf1,ENSCGRP00001016155,0.3679559306141585,0.0007852806929526224,1.1424939951157431,0.003681097328175558
ENSCGRT00001019707,Znrd2,ENSCGRP00001015464,0.3679559306141585,0.0007852806929526224,1.1424939951157431,0.001134735178915995
ENSCGRT00001026858,Ccnd2,ENSCGRP00001022613,-0.3679324894514769,0.0007859351467243798,1.1422880963186262,0.0029632052404179182
ENSCGRT00001031787,Cyb5r1,ENSCGRP00001027540,0.3679090482887951,0.0007865900968328008,1.1420822244539521,0.007015267239139185
ENSCGRT00001024454,Ghr,ENSCGRP00001020210,0.3678387248007501,0.0007885579285274855,1.1414647704294325,0.0023459272960532807
ENSCGRT00001027875,Arl6,ENSCGRP00001023629,0.3678387248007501,0.0007885579285274855,1.1414647704294325,0.0020174058892167674
ENSCGRT00001023943,Becn1,ENSCGRP00001019699,-0.3677918424753868,0.0007898723041513233,1.1410532690291733,0.00250961685541905
ENSCGRT00001021586,Gata6,ENSCGRP00001017342,0.36774496015002345,0.0007911886731700127,1.1406418752983005,0.0024483377947450056
ENSCGRT00001016786,Lsm2,ENSCGRP00001012552,-0.36769807782466013,0.0007925070382724189,1.1402305892166924,0.003506670786366917
ENSCGRT00001018391,Rnase6,ENSCGRP00001014154,0.3676511954992968,0.0007938274021505088,1.1398194107642292,0.0075238805682060015
ENSCGRT00001023295,Ankrd44,ENSCGRP00001019051,-0.3675808720112518,0.0007958117015683696,1.1392028448461775,0.008237969257830572
ENSCGRT00001020004,Chmp4c,ENSCGRP00001015761,0.3675574308485701,0.000796474137017132,1.1389973766662764,0.0009741504122468193
ENSCGRT00001009130,Fut1,ENSCGRP00001005890,0.3674167838724801,0.0008004592976124903,1.137765132235153,0.004420794967819952
ENSCGRT00001029525,Polr2e,ENSCGRP00001025279,0.3673933427097984,0.0008011252521876161,1.137559852247894,0.001829758520964023
ENSCGRT00001027381,Mtcp1,ENSCGRP00001023136,0.3673933427097984,0.0008011252521876161,1.137559852247894,0.0036349563580706707
