ensembl_transcript_id,sym,ensembl_peptide_id,Gene,Importance
ENSCGRT00001021988,Itga5,ENSCGRP00001017744,16080,1.3093114753607024e-05
ENSCGRT00001013426,Supt16,ENSCGRP00001009235,8590,1.30461614532332e-05
ENSCGRT00001012028,Pcgf5,ENSCGRP00001007939,7501,1.3036480173608711e-05
ENSCGRT00001000361,Trak1,ENSCGRP00001000337,311,1.3002704500140398e-05
ENSCGRT00001006714,ENSCGRG00001005701,ENSCGRP00001004471,4255,1.2952542614574043e-05
ENSCGRT00001023447,ENSCGRG00001018714,ENSCGRP00001019203,17404,1.2945174423503006e-05
ENSCGRT00001023449,Cmpk2,ENSCGRP00001019205,17406,1.2921608371829978e-05
ENSCGRT00001028544,Mdm2,ENSCGRP00001024298,21966,1.2887711383032558e-05
ENSCGRT00001018924,ENSCGRG00001015498,ENSCGRP00001014686,13340,1.283383302786435e-05
ENSCGRT00001015763,ENSCGRG00001013149,ENSCGRP00001011531,10560,1.282833675904296e-05
ENSCGRT00001017846,ENSCGRG00001014697,ENSCGRP00001013609,12393,1.2801081699484885e-05
ENSCGRT00001004867,Ptprr,ENSCGRP00001003386,3198,1.2772175308919292e-05
ENSCGRT00001012395,Hip1,ENSCGRP00001008277,7783,1.2745598215461067e-05
ENSCGRT00001024404,Pip,ENSCGRP00001020160,18271,1.2717916814203174e-05
ENSCGRT00001026205,Klhl23,ENSCGRP00001021961,19849,1.247231265731284e-05
ENSCGRT00001010049,Rgs17,ENSCGRP00001006403,6111,1.2452938461284903e-05
ENSCGRT00001016534,Tgm6,ENSCGRP00001012301,11247,1.2447718941726203e-05
ENSCGRT00001016330,Hnrnph1,ENSCGRP00001012097,11066,1.2411002065351342e-05
ENSCGRT00001010569,Zfp473,ENSCGRP00001006701,6415,1.2356989176286667e-05
ENSCGRT00001016893,Sytl1,ENSCGRP00001012658,11557,1.2282114030113828e-05
ENSCGRT00001015494,Vangl2,ENSCGRP00001011265,10317,1.223292648604094e-05
ENSCGRT00001023468,Gabrg1,ENSCGRP00001019224,17424,1.2093449191517879e-05
ENSCGRT00001020530,Usp10,ENSCGRP00001016286,14766,1.2093190132945423e-05
ENSCGRT00001027247,Ldb3,ENSCGRP00001023002,20786,1.2081847234230423e-05
ENSCGRT00001023329,Usp46,ENSCGRP00001019085,17289,1.206131312118295e-05
ENSCGRT00001023005,Washc3,ENSCGRP00001018761,17001,1.2057744199495761e-05
ENSCGRT00001017907,Clint1,ENSCGRP00001013670,12444,1.198808583496797e-05
ENSCGRT00001027551,Opn1sw,ENSCGRP00001023305,21066,1.1978587568373972e-05
ENSCGRT00001024449,Mis18a,ENSCGRP00001020205,18310,1.1923137263749133e-05
ENSCGRT00001017808,Ubtf,ENSCGRP00001013571,12361,1.1921011832163977e-05
ENSCGRT00001024665,Cox16,ENSCGRP00001020421,18498,1.1912716327557448e-05
ENSCGRT00001015594,Piwil2,ENSCGRP00001011362,10408,1.1903981663826781e-05
ENSCGRT00001001197,Rsu1,ENSCGRP00001001173,1056,1.186716724306013e-05
ENSCGRT00001031000,Zfp821,ENSCGRP00001026754,24171,1.1765818907254699e-05
ENSCGRT00001023418,Cort,ENSCGRP00001019174,17377,1.1763262672603184e-05
ENSCGRT00001000214,Enpp1,ENSCGRP00001000190,182,1.1727408204906971e-05
ENSCGRT00001024974,Zc3h15,ENSCGRP00001020730,18768,1.163498392230947e-05
ENSCGRT00001002956,Armcx4,ENSCGRP00001002281,2101,1.1623349466770658e-05
ENSCGRT00001008206,Dhx35,ENSCGRP00001005339,5081,1.160591010587428e-05
ENSCGRT00001023813,Limd1,ENSCGRP00001019569,17733,1.1594759292332323e-05
ENSCGRT00001008128,Sec31a,ENSCGRP00001005296,5040,1.1574483827681572e-05
ENSCGRT00001004423,Slc25a43,ENSCGRP00001003129,2949,1.1568408442281907e-05
ENSCGRT00001020472,Dmrtc2,ENSCGRP00001016228,14719,1.1547885504083465e-05
ENSCGRT00001016784,Tex51,ENSCGRP00001012550,11465,1.1524867511492035e-05
ENSCGRT00001018568,Ankrd35,ENSCGRP00001014331,13017,1.1497903088405998e-05
ENSCGRT00001016259,Ephb3,ENSCGRP00001012026,11005,1.1428919514860947e-05
ENSCGRT00001003994,Fosl1,ENSCGRP00001002882,2684,1.1415058970961872e-05
ENSCGRT00001024657,Scamp4,ENSCGRP00001020413,18490,1.1394537734146707e-05
ENSCGRT00001020989,1700113H08Rik,ENSCGRP00001016745,15183,1.1382520379695295e-05
ENSCGRT00001016312,ENSCGRG00001013570,ENSCGRP00001012079,11052,1.1356763468273578e-05
ENSCGRT00001031468,Kera,ENSCGRP00001027221,24590,1.1280839320895707e-05
ENSCGRT00001022579,Rasa3,ENSCGRP00001018335,16609,1.1264548930605312e-05
ENSCGRT00001019183,Ror1,ENSCGRP00001014944,13573,1.12628251329556e-05
ENSCGRT00001022335,Pik3r2,ENSCGRP00001018091,16387,1.1227684912515215e-05
ENSCGRT00001028470,Pgm2l1,ENSCGRP00001024224,21897,1.1200157796561572e-05
ENSCGRT00001009285,Aip,ENSCGRP00001005973,5677,1.1041812937086313e-05
ENSCGRT00001023262,Asap1,ENSCGRP00001019018,17229,1.0964115505401634e-05
ENSCGRT00001018460,Thbs3,ENSCGRP00001014223,12928,1.0859510178241217e-05
ENSCGRT00001030257,Zyg11a,ENSCGRP00001026011,23495,1.0831140839056358e-05
ENSCGRT00001014214,ENSCGRG00001011995,ENSCGRP00001009994,9235,1.0798250902564603e-05
ENSCGRT00001003108,ENSCGRG00001002567,non-coding,2188,1.077647506297455e-05
ENSCGRT00001020236,Daglb,ENSCGRP00001015992,14507,1.0704081336521917e-05
ENSCGRT00001030089,Ptpa,ENSCGRP00001025843,23344,1.068117334039943e-05
ENSCGRT00001022984,ENSCGRG00001018394,ENSCGRP00001018740,16981,1.0584878528575267e-05
ENSCGRT00001001138,Cnot3,ENSCGRP00001001114,1003,1.0553175346503333e-05
ENSCGRT00001026913,ENSCGRG00001021129,ENSCGRP00001022668,20482,1.042758629897466e-05
ENSCGRT00001016726,Dag1,ENSCGRP00001012492,11415,1.0425213033613075e-05
ENSCGRT00001020293,Ppp1r11,ENSCGRP00001016049,14559,1.0383101879121066e-05
ENSCGRT00001028089,Tmprss11e,ENSCGRP00001023843,21549,1.036372206532284e-05
ENSCGRT00001031878,Itpkb,ENSCGRP00001027630,24964,1.0307755080942416e-05
ENSCGRT00001008205,ENSCGRG00001007007,ENSCGRP00001005338,5080,1.02985864613295e-05
ENSCGRT00001006580,Kynu,ENSCGRP00001004394,4178,1.0278115958707887e-05
ENSCGRT00001018484,Smad5,ENSCGRP00001014247,12949,1.0258265733811866e-05
ENSCGRT00001021197,Zfp775,ENSCGRP00001016953,15370,1.0184928248488218e-05
ENSCGRT00001021295,ENSCGRG00001017205,ENSCGRP00001017051,15458,1.0101651857840701e-05
ENSCGRT00001006150,Cspp1,ENSCGRP00001004143,3920,1.0094498119997939e-05
ENSCGRT00001023460,Rbm34,ENSCGRP00001019216,17417,1.0030550537977325e-05
ENSCGRT00001032332,Fbxo22,ENSCGRP00001028084,25373,1.00231538444745e-05
ENSCGRT00001031431,Cgref1,ENSCGRP00001027184,24555,1.0020128632478545e-05
ENSCGRT00001014856,4930505A04Rik,ENSCGRP00001010632,9767,1.0016532134155655e-05
ENSCGRT00001000071,ENSCGRG00001000070,ENSCGRP00001000047,56,9.975449867198388e-06
ENSCGRT00001026195,Ly6h,ENSCGRP00001021951,19840,9.957399174406015e-06
ENSCGRT00001002231,Metazoa_SRP-ENSCGRG00001001791,non-coding,1689,9.946041455476572e-06
ENSCGRT00001022120,Mipep,ENSCGRP00001017876,16201,9.94188756676394e-06
ENSCGRT00001003048,ENSCGRG00001002509,ENSCGRP00001002340,2155,9.938342846208905e-06
ENSCGRT00001016104,Grm1,ENSCGRP00001011871,10862,9.931890170655395e-06
ENSCGRT00001018646,Tyw5,ENSCGRP00001014409,13086,9.891982914946675e-06
ENSCGRT00001030021,Arhgap4,ENSCGRP00001025775,23284,9.884357780558517e-06
ENSCGRT00001013927,Zfp451,ENSCGRP00001009708,8995,9.867420317022466e-06
ENSCGRT00001032449,Szt2,ENSCGRP00001028201,25476,9.864364786109531e-06
ENSCGRT00001025576,Coa8,ENSCGRP00001021332,19305,9.821046612713253e-06
ENSCGRT00001013269,Auts2,ENSCGRP00001009094,8475,9.757837473573076e-06
ENSCGRT00001017643,Zfp536,ENSCGRP00001013406,12216,9.724850604511162e-06
ENSCGRT00001020695,Pla2g6,ENSCGRP00001016451,14918,9.707403383872028e-06
ENSCGRT00001023154,Astl,ENSCGRP00001018910,17133,9.641035231054771e-06
ENSCGRT00001026252,Aacs,ENSCGRP00001022008,19888,9.553528492496207e-06
ENSCGRT00001027989,Elk3,ENSCGRP00001023743,21467,9.506481232455384e-06
ENSCGRT00001007392,ENSCGRG00001006297,non-coding,4635,9.487583604257833e-06
ENSCGRT00001024253,Immp1l,ENSCGRP00001020009,18128,9.440489504871778e-06
ENSCGRT00001023563,ENSCGRG00001018793,ENSCGRP00001019319,17512,9.43947774187495e-06
ENSCGRT00001000441,Npr1,ENSCGRP00001000417,383,9.435763197736002e-06
ENSCGRT00001004937,Mxd1,ENSCGRP00001003426,3237,9.373328306907717e-06
ENSCGRT00001016577,Necab3,ENSCGRP00001012344,11279,9.355368502410406e-06
ENSCGRT00001009767,Il1r1,ENSCGRP00001006234,5936,9.341033967961557e-06
ENSCGRT00001025081,Bmpr1b,ENSCGRP00001020837,18866,9.263671475845996e-06
ENSCGRT00001018558,Ccdc28b,ENSCGRP00001014321,13008,9.24395930221415e-06
ENSCGRT00001026424,Parvg,ENSCGRP00001022179,20037,9.1511960642093e-06
ENSCGRT00001000653,Zpbp2,ENSCGRP00001000629,577,9.132558176112829e-06
ENSCGRT00001019336,Myadm,ENSCGRP00001015097,13712,9.119627256650809e-06
ENSCGRT00001020676,Kdm3b,ENSCGRP00001016432,14901,9.068906869181922e-06
ENSCGRT00001013826,ENSCGRG00001011690,non-coding,8907,8.982008908138089e-06
ENSCGRT00001007737,Caskin2,ENSCGRP00001005068,4829,8.930716543079175e-06
ENSCGRT00001023896,Stk33,ENSCGRP00001019652,17808,8.909523753823449e-06
ENSCGRT00001018312,Ncan,ENSCGRP00001014075,12802,8.824809608607001e-06
ENSCGRT00001031024,Hint1,ENSCGRP00001026778,24191,8.82400531582391e-06
ENSCGRT00001030063,Dlgap5,ENSCGRP00001025817,23320,8.756366655056804e-06
ENSCGRT00001026677,Gfpt2,ENSCGRP00001022432,20267,8.728503347977743e-06
ENSCGRT00001027323,Acsbg3,ENSCGRP00001023078,20853,8.675588230752179e-06
ENSCGRT00001031662,Nme5,ENSCGRP00001027415,24768,8.637544692503167e-06
ENSCGRT00001022083,Appbp2,ENSCGRP00001017839,16166,8.62350015690471e-06
ENSCGRT00001026735,Dpp10,ENSCGRP00001022490,20317,8.619602869731218e-06
ENSCGRT00001018688,Oxr1,ENSCGRP00001014451,13124,8.615570316943422e-06
ENSCGRT00001027213,Gucy2c,ENSCGRP00001022968,20752,8.610861670583847e-06
ENSCGRT00001017960,Rps13,ENSCGRP00001013723,12489,8.604525978553705e-06
ENSCGRT00001030255,Gigyf2,ENSCGRP00001026009,23493,8.595596396154972e-06
ENSCGRT00001023643,Creb1,ENSCGRP00001019399,17583,8.568738908102717e-06
ENSCGRT00001002724,Ddhd2,ENSCGRP00001002142,1971,8.514709232129203e-06
ENSCGRT00001011103,Zfp319,ENSCGRP00001007094,6796,8.3886344288058e-06
ENSCGRT00001014145,ENSCGRG00001011934,ENSCGRP00001009926,9184,8.368645036739683e-06
ENSCGRT00001020934,CENPA,ENSCGRP00001016690,15134,8.366726038219572e-06
ENSCGRT00001014463,Rnf157,ENSCGRP00001010242,9441,8.33639486287145e-06
ENSCGRT00001020168,Fcho1,ENSCGRP00001015925,14447,8.32824537921437e-06
ENSCGRT00001010734,ENSCGRG00001009248,ENSCGRP00001006800,6516,8.293990201733126e-06
ENSCGRT00001027911,Csf3r,ENSCGRP00001023665,21393,8.291272617243578e-06
ENSCGRT00001024606,Ctsd,ENSCGRP00001020362,18450,8.270075904625013e-06
ENSCGRT00001007352,Pdyn,ENSCGRP00001004851,4611,8.232092859356125e-06
ENSCGRT00001022015,ENSCGRG00001017709,ENSCGRP00001017771,16104,8.22872867752803e-06
ENSCGRT00001021030,Tec,ENSCGRP00001016786,15222,8.221240421130724e-06
ENSCGRT00001029656,Armc10,ENSCGRP00001025410,22953,8.198310758127234e-06
ENSCGRT00001026508,ENSCGRG00001020855,ENSCGRP00001022263,20110,8.172556223456163e-06
ENSCGRT00001025425,Spart,ENSCGRP00001021181,19168,8.145669153144095e-06
ENSCGRT00001022815,Tmem95,ENSCGRP00001018571,16827,8.039056606079201e-06
ENSCGRT00001010482,ENSCGRG00001009031,ENSCGRP00001006651,6362,8.02476853680755e-06
ENSCGRT00001024233,Traf6,ENSCGRP00001019989,18109,8.018390373738345e-06
ENSCGRT00001015065,Gdpgp1,ENSCGRP00001010839,9950,7.941497210130695e-06
ENSCGRT00001019385,Fam166b,ENSCGRP00001015146,13757,7.94042216201041e-06
ENSCGRT00001021912,Mettl1,ENSCGRP00001017668,16013,7.89828368515103e-06
ENSCGRT00001030887,Nans,ENSCGRP00001026641,24065,7.816617956597308e-06
ENSCGRT00001001242,Ap1s2,ENSCGRP00001001217,1094,7.803725361227969e-06
ENSCGRT00001020463,ENSCGRG00001016617,ENSCGRP00001016219,14710,7.745161577015881e-06
ENSCGRT00001021501,Mxra7,ENSCGRP00001017257,15642,7.732905133758017e-06
ENSCGRT00001027243,Fkbp9,ENSCGRP00001022998,20782,7.715584011745071e-06
ENSCGRT00001026160,4921539E11Rik,ENSCGRP00001021916,19809,7.68176213792706e-06
ENSCGRT00001008850,Spdya,ENSCGRP00001005721,5444,7.664602177796376e-06
ENSCGRT00001020307,Nkain3,ENSCGRP00001016063,14570,7.641043246166551e-06
ENSCGRT00001018006,Tmem87b,ENSCGRP00001013769,12529,7.604360879412147e-06
ENSCGRT00001004262,Washc4,ENSCGRP00001003040,2858,7.59829356800957e-06
ENSCGRT00001025156,ENSCGRG00001019917,ENSCGRP00001020912,18932,7.594577735954669e-06
ENSCGRT00001000324,Pcdha1,ENSCGRP00001000300,279,7.581650170579463e-06
ENSCGRT00001012815,Pmf1,ENSCGRP00001008681,8126,7.58074472581152e-06
ENSCGRT00001024880,Tbx22,ENSCGRP00001020636,18689,7.554609328045195e-06
ENSCGRT00001000894,Ctbp1,ENSCGRP00001000870,796,7.5067075001372305e-06
ENSCGRT00001016347,Polr2d,ENSCGRP00001012114,11081,7.496325789801688e-06
ENSCGRT00001029756,Klhl20,ENSCGRP00001025510,23043,7.483389917866757e-06
ENSCGRT00001025634,Lonrf1,ENSCGRP00001021390,19362,7.46444906514148e-06
ENSCGRT00001000682,Tnfsf13,ENSCGRP00001000658,605,7.442333427427847e-06
ENSCGRT00001030321,Tmem59,ENSCGRP00001026075,23552,7.43347134928527e-06
ENSCGRT00001019885,TAZ,ENSCGRP00001015642,14199,7.40728325352314e-06
ENSCGRT00001010150,Acvrl1,ENSCGRP00001006460,6166,7.338827848113086e-06
ENSCGRT00001002087,Or52b2,ENSCGRP00001001767,1602,7.333249278498948e-06
ENSCGRT00001029060,Eml1,ENSCGRP00001024814,22433,7.237016498115149e-06
ENSCGRT00001014881,ENSCGRG00001012493,ENSCGRP00001010657,9788,7.2368871793813345e-06
ENSCGRT00001031547,Atp1a1,ENSCGRP00001027300,24662,7.225183296046727e-06
ENSCGRT00001006727,Cacna2d1,ENSCGRP00001004480,4262,7.202377588498768e-06
ENSCGRT00001014669,Sgcz,ENSCGRP00001010448,9615,7.14033701578149e-06
ENSCGRT00001023878,Golim4,ENSCGRP00001019634,17793,7.129707803358027e-06
ENSCGRT00001012433,Loxl3,ENSCGRP00001008313,7815,7.0211658109044195e-06
ENSCGRT00001026386,Ldb1,ENSCGRP00001022141,20002,7.011265332262766e-06
ENSCGRT00001025770,Cdk13,ENSCGRP00001021526,19477,7.010973973102166e-06
ENSCGRT00001013847,Lrba,ENSCGRP00001009628,8925,6.927552352397122e-06
ENSCGRT00001005637,ENSCGRG00001004752,ENSCGRP00001003835,3642,6.921462441468232e-06
ENSCGRT00001017754,Hs6st1,ENSCGRP00001013517,12311,6.891632228976319e-06
ENSCGRT00001017399,Rhbdd3,ENSCGRP00001013162,12001,6.845900131750292e-06
ENSCGRT00001018452,ENSCGRG00001015155,ENSCGRP00001014215,12920,6.839025793139366e-06
ENSCGRT00001030246,Srebf2,ENSCGRP00001026000,23485,6.824639955530773e-06
ENSCGRT00001023875,Mia,ENSCGRP00001019631,17790,6.745540718796635e-06
ENSCGRT00001016376,Homer1,ENSCGRP00001012143,11107,6.713376243795244e-06
ENSCGRT00001021720,Hps1,ENSCGRP00001017476,15844,6.704625814418649e-06
ENSCGRT00001031106,Tor3a,ENSCGRP00001026860,24267,6.64487331687666e-06
ENSCGRT00001027804,Synrg,ENSCGRP00001023558,21291,6.634608750347668e-06
ENSCGRT00001029517,Plod2,ENSCGRP00001025271,22833,6.50316383360171e-06
ENSCGRT00001021349,Tfec,ENSCGRP00001017105,15507,6.483157997240211e-06
ENSCGRT00001003148,Zfp217,ENSCGRP00001002400,2212,6.4482878230895315e-06
ENSCGRT00001003657,Itprid2,ENSCGRP00001002684,2497,6.44347169897352e-06
ENSCGRT00001011070,Slc3a1,ENSCGRP00001007066,6767,6.4327787824969415e-06
ENSCGRT00001018113,Frmd6,ENSCGRP00001013876,12626,6.424482563610826e-06
ENSCGRT00001024282,Syngr4,ENSCGRP00001020038,18154,6.41443339476755e-06
ENSCGRT00001005918,Magi1,ENSCGRP00001004002,3795,6.343849879199789e-06
ENSCGRT00001017904,ENSCGRG00001014736,ENSCGRP00001013667,12441,6.319623072210717e-06
ENSCGRT00001018308,Rab3il1,ENSCGRP00001014071,12798,6.2979976638230596e-06
ENSCGRT00001020475,Tmem237,ENSCGRP00001016231,14722,6.287687343196601e-06
ENSCGRT00001021440,Chad,ENSCGRP00001017196,15589,6.279307027791386e-06
ENSCGRT00001029356,Triqk,ENSCGRP00001025110,22688,6.255791020004889e-06
ENSCGRT00001026545,Togaram1,ENSCGRP00001022300,20144,6.2222134966236815e-06
ENSCGRT00001021635,Batf3,ENSCGRP00001017391,15764,6.199824484162708e-06
ENSCGRT00001000417,Cln5,ENSCGRP00001000393,360,6.188205190856208e-06
ENSCGRT00001001567,Dnah6,ENSCGRP00001001458,1303,6.177679582728468e-06
ENSCGRT00001030488,Rin3,ENSCGRP00001026242,23702,6.147988971450216e-06
ENSCGRT00001017531,Manbal,ENSCGRP00001013294,12121,6.124855823905619e-06
ENSCGRT00001020734,Paqr6,ENSCGRP00001016490,14957,6.1143710144713835e-06
ENSCGRT00001029892,Cfap276,ENSCGRP00001025646,23165,6.094365183824382e-06
ENSCGRT00001032225,Ssb,ENSCGRP00001027977,25279,6.061105287397965e-06
ENSCGRT00001012998,ENSCGRG00001011036,ENSCGRP00001008848,8268,6.055817682045109e-06
ENSCGRT00001021710,EXT1,ENSCGRP00001017466,15835,6.029727874151605e-06
ENSCGRT00001004727,U1-ENSCGRG00001003972,non-coding,3115,5.986122413089936e-06
ENSCGRT00001029724,Rasa4,ENSCGRP00001025478,23014,5.9386006334157545e-06
ENSCGRT00001005795,ENSCGRG00001004895,non-coding,3720,5.921061761640929e-06
ENSCGRT00001018496,ENSCGRG00001015188,ENSCGRP00001014259,12959,5.893006957601163e-06
ENSCGRT00001016217,Fancc,ENSCGRP00001011984,10969,5.813347394138112e-06
ENSCGRT00001013134,Aar2,ENSCGRP00001008971,8372,5.7985053776985734e-06
ENSCGRT00001014846,ENSCGRG00001012467,ENSCGRP00001010622,9758,5.797423556313735e-06
ENSCGRT00001019791,ENSCGRG00001016135,ENSCGRP00001015548,14117,5.723141321663729e-06
ENSCGRT00001003204,Pdpk1,ENSCGRP00001002434,2247,5.638840673165341e-06
ENSCGRT00001000821,Phtf1,ENSCGRP00001000797,735,5.625379356668889e-06
ENSCGRT00001001430,Zbtb49,ENSCGRP00001001362,1217,5.6245901233288395e-06
ENSCGRT00001001036,Faxc,ENSCGRP00001001012,917,5.613068182753667e-06
ENSCGRT00001020805,ENSCGRG00001016847,ENSCGRP00001016561,15022,5.60278788299413e-06
ENSCGRT00001012385,ENSCGRG00001010578,ENSCGRP00001008267,7775,5.593704164038268e-06
ENSCGRT00001012796,Crybg1,ENSCGRP00001008663,8111,5.576999806513599e-06
ENSCGRT00001006603,Tef,ENSCGRP00001004407,4192,5.575781003459613e-06
ENSCGRT00001012536,Xrn2,ENSCGRP00001008407,7892,5.570126757662601e-06
ENSCGRT00001017775,Ubtf,ENSCGRP00001013538,12331,5.552041891644206e-06
ENSCGRT00001017183,Srrm1,ENSCGRP00001012948,11807,5.526135839766526e-06
ENSCGRT00001016785,Hyls1,ENSCGRP00001012551,11466,5.514885957774763e-06
ENSCGRT00001019940,Krcc1,ENSCGRP00001015697,14251,5.502720076387837e-06
ENSCGRT00001024661,Bmal1,ENSCGRP00001020417,18494,5.465613411109433e-06
ENSCGRT00001029105,ENSCGRG00001022650,ENSCGRP00001024859,22475,5.4500171474733135e-06
ENSCGRT00001009380,Phf21a,ENSCGRP00001006025,5725,5.445485733598956e-06
ENSCGRT00001013804,ENSCGRG00001011672,ENSCGRP00001009587,8891,5.435367798136306e-06
ENSCGRT00001022694,Afap1l1,ENSCGRP00001018450,16715,5.424955814897397e-06
ENSCGRT00001029816,Asah2,ENSCGRP00001025570,23098,5.40610385313077e-06
ENSCGRT00001019734,ENSCGRG00001016087,ENSCGRP00001015491,14064,5.383100574755317e-06
ENSCGRT00001019661,Tpte,ENSCGRP00001015419,13999,5.371659866560845e-06
ENSCGRT00001024080,Nppb,ENSCGRP00001019836,17978,5.360729867214785e-06
ENSCGRT00001001063,Cd302,ENSCGRP00001001039,937,5.343548015766725e-06
ENSCGRT00001022250,Spsb3,ENSCGRP00001018006,16315,5.303279684495967e-06
ENSCGRT00001028509,ENSCGRG00001022226,ENSCGRP00001024263,21932,5.293659226414849e-06
ENSCGRT00001000635,ENSCGRG00001000492,ENSCGRP00001000611,561,5.255869722458568e-06
ENSCGRT00001020291,Otop1,ENSCGRP00001016047,14557,5.255244577545114e-06
ENSCGRT00001003846,Psd3,ENSCGRP00001002793,2600,5.249978058294041e-06
ENSCGRT00001006252,Tsnaxip1,ENSCGRP00001004204,3977,5.210150023366331e-06
ENSCGRT00001016292,ENSCGRG00001013567,ENSCGRP00001012059,11034,5.155841833565695e-06
ENSCGRT00001019485,Fam53b,ENSCGRP00001015245,13848,5.1386551720916e-06
ENSCGRT00001015512,Oscp1,ENSCGRP00001011281,10335,5.134585007555456e-06
ENSCGRT00001000879,Cep112,ENSCGRP00001000855,784,5.133147394555708e-06
ENSCGRT00001002114,Cnr2,ENSCGRP00001001785,1620,5.109178737740151e-06
ENSCGRT00001028856,CN725425,ENSCGRP00001024610,22247,5.082852992896774e-06
ENSCGRT00001021350,Cic,ENSCGRP00001017106,15508,5.056212578866866e-06
ENSCGRT00001020090,ENSCGRG00001016352,ENSCGRP00001015847,14379,5.046660150938725e-06
ENSCGRT00001022010,ENSCGRG00001017709,ENSCGRP00001017766,16099,5.012713179233571e-06
ENSCGRT00001012356,Acr,ENSCGRP00001008240,7755,4.9926301363238295e-06
ENSCGRT00001018933,Hnrnpll,ENSCGRP00001014695,13348,4.971868181929186e-06
ENSCGRT00001017346,Nipsnap1,ENSCGRP00001013109,11956,4.9548531822739055e-06
ENSCGRT00001018410,Srf,ENSCGRP00001014173,12884,4.922714573124519e-06
ENSCGRT00001017706,Sf3b6,ENSCGRP00001013469,12271,4.920202883037295e-06
ENSCGRT00001001257,Prox1,ENSCGRP00001001232,1107,4.886627711093881e-06
ENSCGRT00001031543,Bnipl,ENSCGRP00001027296,24658,4.863665635824167e-06
ENSCGRT00001019716,Caln1,ENSCGRP00001015473,14049,4.8630122181781165e-06
ENSCGRT00001023524,Taf1a,ENSCGRP00001019280,17477,4.841443922208017e-06
ENSCGRT00001020925,Ccdc83,ENSCGRP00001016681,15126,4.837476638890178e-06
ENSCGRT00001019603,ENSCGRG00001015979,ENSCGRP00001015362,13950,4.789299590508942e-06
ENSCGRT00001004024,Metazoa_SRP-ENSCGRG00001003355,non-coding,2702,4.764447737882755e-06
ENSCGRT00001009007,Sh2d6,ENSCGRP00001005818,5532,4.730334807273398e-06
ENSCGRT00001000865,Or52r1,ENSCGRP00001000841,772,4.7182777180036e-06
ENSCGRT00001003847,Rad50,ENSCGRP00001002794,2601,4.711144002618138e-06
ENSCGRT00001007079,Tlr9,ENSCGRP00001004691,4467,4.706520205591721e-06
ENSCGRT00001018445,Angptl1,ENSCGRP00001014208,12914,4.689369057596702e-06
ENSCGRT00001029512,Plod2,ENSCGRP00001025266,22828,4.68220889130684e-06
ENSCGRT00001011977,Poldip2,ENSCGRP00001007893,7461,4.621518597790076e-06
ENSCGRT00001019718,Reg2,ENSCGRP00001015475,14051,4.584289099806688e-06
ENSCGRT00001005469,Cntrl,ENSCGRP00001003740,3558,4.581981191728946e-06
ENSCGRT00001021771,Ppp6r1,ENSCGRP00001017527,15891,4.5648926322907725e-06
ENSCGRT00001016075,Il17re,ENSCGRP00001011842,10838,4.545044016531547e-06
ENSCGRT00001009643,7SK-ENSCGRG00001008280,non-coding,5869,4.53914928175888e-06
ENSCGRT00001024711,Ppil4,ENSCGRP00001020467,18541,4.530843540853842e-06
ENSCGRT00001021161,Tma16,ENSCGRP00001016917,15338,4.527478945079724e-06
ENSCGRT00001004185,SNORA71-ENSCGRG00001003489,non-coding,2808,4.519981491535897e-06
ENSCGRT00001024430,AB124611,ENSCGRP00001020186,18293,4.516159399328029e-06
ENSCGRT00001008536,Hoxa9,ENSCGRP00001005537,5274,4.507344312834899e-06
ENSCGRT00001030889,C130050O18Rik,ENSCGRP00001026643,24067,4.499516905287229e-06
ENSCGRT00001031032,Rtn4rl2,ENSCGRP00001026786,24199,4.484996818041863e-06
ENSCGRT00001008838,ENSCGRG00001007566,non-coding,5436,4.474155443458382e-06
ENSCGRT00001010118,Prcd,ENSCGRP00001006443,6148,4.463762672988867e-06
ENSCGRT00001012001,Cggbp1,ENSCGRP00001007915,7480,4.441764547724766e-06
ENSCGRT00001002529,U1-ENSCGRG00001002057,non-coding,1864,4.392180079402589e-06
ENSCGRT00001029587,Suox,ENSCGRP00001025341,22893,4.364267418553062e-06
ENSCGRT00001011724,Mat2a,ENSCGRP00001007663,7270,4.358418720757544e-06
ENSCGRT00001019271,Rsph6a,ENSCGRP00001015032,13656,4.33537375047263e-06
ENSCGRT00001020465,Lims1,ENSCGRP00001016221,14712,4.320672637635301e-06
ENSCGRT00001021787,Hey1,ENSCGRP00001017543,15905,4.31136421558425e-06
ENSCGRT00001011085,Lyzl6,ENSCGRP00001007079,6781,4.308599523387679e-06
ENSCGRT00001016993,ENSCGRG00001014077,ENSCGRP00001012758,11643,4.300196309768886e-06
ENSCGRT00001019634,Pbld2,ENSCGRP00001015393,13975,4.282542337883904e-06
ENSCGRT00001030315,Cnot10,ENSCGRP00001026069,23546,4.2535455050046555e-06
ENSCGRT00001008308,ENSCGRG00001007098,ENSCGRP00001005400,5143,4.250022584591932e-06
ENSCGRT00001003139,Bmt2,ENSCGRP00001002396,2207,4.242765586903608e-06
ENSCGRT00001025860,Fanci,ENSCGRP00001021616,19545,4.218446190619669e-06
ENSCGRT00001020151,Gsap,ENSCGRP00001015908,14432,4.143371870950598e-06
ENSCGRT00001029106,Diaph1,ENSCGRP00001024860,22476,4.105124619105431e-06
ENSCGRT00001022964,Tmcc2,ENSCGRP00001018720,16962,4.069536980392947e-06
