ensembl_transcript_id,sym,ensembl_peptide_id,Gene,Importance
ENSCGRT00001012061,Unc13c,ENSCGRP00001007969,7526,8.248882917482014e-07
ENSCGRT00001007439,Stxbp5,ENSCGRP00001004899,4661,8.24061032510066e-07
ENSCGRT00001029536,ENSCGRG00001022935,ENSCGRP00001025290,22851,8.233568619495642e-07
ENSCGRT00001026682,Ehd3,ENSCGRP00001022437,20271,8.211179928688858e-07
ENSCGRT00001023279,Chek1,ENSCGRP00001019035,17246,8.206246620704764e-07
ENSCGRT00001013637,Mab21l1,ENSCGRP00001009426,8756,8.177751932387447e-07
ENSCGRT00001020864,Tnk1,ENSCGRP00001016620,15074,8.176600214497431e-07
ENSCGRT00001014987,Krt82,ENSCGRP00001010762,9879,8.141925457951684e-07
ENSCGRT00001024324,Rnpep,ENSCGRP00001020080,18193,8.139084257919847e-07
ENSCGRT00001029280,Ehmt2,ENSCGRP00001025034,22624,8.118550279424301e-07
ENSCGRT00001006415,ENSCGRG00001005432,ENSCGRP00001004299,4072,8.112770604585961e-07
ENSCGRT00001008821,Ccdc9,ENSCGRP00001005703,5425,8.088835012554364e-07
ENSCGRT00001029345,Mep1b,ENSCGRP00001025099,22678,8.078239344604898e-07
ENSCGRT00001024198,Megf11,ENSCGRP00001019954,18077,8.048800630126592e-07
ENSCGRT00001029897,Slco1c1,ENSCGRP00001025651,23169,8.038373562296761e-07
ENSCGRT00001029598,Comtd1,ENSCGRP00001025352,22903,8.033297903725759e-07
ENSCGRT00001005008,ENSCGRG00001004211,ENSCGRP00001003466,3278,8.031017634414172e-07
ENSCGRT00001031092,Dner,ENSCGRP00001026846,24253,8.029510370615435e-07
ENSCGRT00001006677,Psmc3,ENSCGRP00001004450,4235,7.997293495062152e-07
ENSCGRT00001030362,Chst10,ENSCGRP00001026116,23589,7.989333951192674e-07
ENSCGRT00001019919,Sema4f,ENSCGRP00001015676,14231,7.982916561490632e-07
ENSCGRT00001030652,Pdlim7,ENSCGRP00001026406,23851,7.951719372882163e-07
ENSCGRT00001030421,Itih3,ENSCGRP00001026175,23640,7.945282381802684e-07
ENSCGRT00001027502,Rabl3,ENSCGRP00001023256,21018,7.933407154124238e-07
ENSCGRT00001005498,P2ry12,ENSCGRP00001003756,3573,7.81145717461967e-07
ENSCGRT00001001426,Eva1a,ENSCGRP00001001359,1214,7.807178375283381e-07
ENSCGRT00001011707,Abcc3,ENSCGRP00001007647,7256,7.80584784264997e-07
ENSCGRT00001028206,Ubxn11,ENSCGRP00001023960,21652,7.799511372857003e-07
ENSCGRT00001017580,ENSCGRG00001014513,ENSCGRP00001013343,12162,7.778115020428703e-07
ENSCGRT00001031142,Pnkd,ENSCGRP00001026896,24298,7.753967285688508e-07
ENSCGRT00001003218,Ascl5,ENSCGRP00001002441,2255,7.742166489369767e-07
ENSCGRT00001020516,Samd4b,ENSCGRP00001016272,14758,7.720755612637909e-07
ENSCGRT00001031782,ENSCGRG00001024520,ENSCGRP00001027535,24879,7.720722237084325e-07
ENSCGRT00001019217,Nkx6-1,ENSCGRP00001014978,13605,7.707328889655008e-07
ENSCGRT00001005788,Prpf31,ENSCGRP00001003926,3718,7.679835084044547e-07
ENSCGRT00001012719,ENSCGRG00001010848,ENSCGRP00001008590,8045,7.672741394010827e-07
ENSCGRT00001010224,Cdk5,ENSCGRP00001006498,6208,7.671104533910742e-07
ENSCGRT00001031220,Rnmt,ENSCGRP00001026973,24363,7.668724955048775e-07
ENSCGRT00001031626,Cstdc1,ENSCGRP00001027379,24736,7.663927944343826e-07
ENSCGRT00001017679,Irf2,ENSCGRP00001013442,12248,7.657767380436285e-07
ENSCGRT00001001392,U1-ENSCGRG00001001060,non-coding,1191,7.645498506150636e-07
ENSCGRT00001019877,Slc35f1,ENSCGRP00001015634,14191,7.614248494894521e-07
ENSCGRT00001023702,Supt20,ENSCGRP00001019458,17638,7.576971265451073e-07
ENSCGRT00001018282,Guf1,ENSCGRP00001014045,12776,7.56367660751156e-07
ENSCGRT00001024501,Tns1,ENSCGRP00001020257,18357,7.515960623416725e-07
ENSCGRT00001029349,Kctd9,ENSCGRP00001025103,22681,7.512430596296674e-07
ENSCGRT00001028461,Cnksr2,ENSCGRP00001024215,21888,7.501909793791828e-07
ENSCGRT00001027540,Ostn,ENSCGRP00001023294,21055,7.459250087836863e-07
ENSCGRT00001028007,Artn,ENSCGRP00001023761,21479,7.451994657523037e-07
ENSCGRT00001023067,Tek,ENSCGRP00001018823,17055,7.435012782675182e-07
ENSCGRT00001028864,Vps35l,ENSCGRP00001024618,22255,7.434983988893777e-07
ENSCGRT00001011219,ENSCGRG00001009648,ENSCGRP00001007204,6887,7.430056191963777e-07
ENSCGRT00001007069,Zfp709,ENSCGRP00001004685,4462,7.411988173913309e-07
ENSCGRT00001014483,Vps26a,ENSCGRP00001010262,9458,7.375587664120155e-07
ENSCGRT00001009557,Arl14,ENSCGRP00001006117,5822,7.36741171793734e-07
ENSCGRT00001018248,Ptpra,ENSCGRP00001014011,12746,7.363601513200414e-07
ENSCGRT00001022284,Bcl2l11,ENSCGRP00001018040,16344,7.352659947467963e-07
ENSCGRT00001009174,Cdh3,ENSCGRP00001005913,5619,7.343894165138952e-07
ENSCGRT00001028188,Cfap73,ENSCGRP00001023942,21635,7.319864050266045e-07
ENSCGRT00001025512,Prkd3,ENSCGRP00001021268,19250,7.319420200323269e-07
ENSCGRT00001029662,Cog7,ENSCGRP00001025416,22958,7.311076277085899e-07
ENSCGRT00001031264,Niban1,ENSCGRP00001027017,24403,7.310330895328246e-07
ENSCGRT00001021251,Cd37,ENSCGRP00001017007,15421,7.292059909550354e-07
ENSCGRT00001030858,Lamp5,ENSCGRP00001026612,24037,7.265397127065606e-07
ENSCGRT00001018356,Gid8,ENSCGRP00001014119,12836,7.265113794397568e-07
ENSCGRT00001023481,Mrps28,ENSCGRP00001019237,17436,7.26257450014055e-07
ENSCGRT00001031643,Cul5,ENSCGRP00001027396,24751,7.24729503742204e-07
ENSCGRT00001010853,Usp11,ENSCGRP00001006880,6594,7.231454669239248e-07
ENSCGRT00001014574,Noc2l,ENSCGRP00001010353,9532,7.223836039240083e-07
ENSCGRT00001018981,Aadat,ENSCGRP00001014743,13393,7.187119158038514e-07
ENSCGRT00001003380,7SK-ENSCGRG00001002812,non-coding,2335,7.180359396404108e-07
ENSCGRT00001017207,Sox5,ENSCGRP00001012971,11828,7.11381018165593e-07
ENSCGRT00001024939,Rasgef1b,ENSCGRP00001020695,18742,7.109913397231801e-07
ENSCGRT00001016278,Sass6,ENSCGRP00001012045,11022,7.093437020923956e-07
ENSCGRT00001003448,Mier1,ENSCGRP00001002559,2370,7.066922627688172e-07
ENSCGRT00001014302,Zbtb21,ENSCGRP00001010082,9311,7.01054236091775e-07
ENSCGRT00001007814,ENSCGRG00001006671,non-coding,4872,7.003540092783904e-07
ENSCGRT00001024426,Rassf5,ENSCGRP00001020182,18291,7.000042620533046e-07
ENSCGRT00001024346,ENSCGRG00001019331,ENSCGRP00001020102,18215,6.987361325046103e-07
ENSCGRT00001004198,ENSCGRG00001003491,ENSCGRP00001003003,2819,6.981452836169345e-07
ENSCGRT00001028201,Gpc3,ENSCGRP00001023955,21648,6.965483177009669e-07
ENSCGRT00001032365,Tinagl1,ENSCGRP00001028117,25400,6.956931662126815e-07
ENSCGRT00001008108,Psen1,ENSCGRP00001005286,5028,6.955285704226287e-07
ENSCGRT00001027235,Agtpbp1,ENSCGRP00001022990,20774,6.937881283223858e-07
ENSCGRT00001019497,ENSCGRG00001015905,ENSCGRP00001015257,13860,6.923077076873876e-07
ENSCGRT00001012510,Galnt2,ENSCGRP00001008382,7872,6.901178845550866e-07
ENSCGRT00001013763,Lima1,ENSCGRP00001009546,8861,6.896464760330048e-07
ENSCGRT00001016561,Il18bp,ENSCGRP00001012328,11266,6.882157105175279e-07
ENSCGRT00001001004,Gpr15lg,ENSCGRP00001000980,890,6.844799210689935e-07
ENSCGRT00001019512,Mtrr,ENSCGRP00001015272,13872,6.813335991424207e-07
ENSCGRT00001008148,Tril,ENSCGRP00001005308,5052,6.787210458943246e-07
ENSCGRT00001021058,Trim17,ENSCGRP00001016814,15250,6.780606122974415e-07
ENSCGRT00001031237,Shf,ENSCGRP00001026990,24380,6.761682659867723e-07
ENSCGRT00001015831,Unc13b,ENSCGRP00001011599,10620,6.761285275340314e-07
ENSCGRT00001011907,Rps6kb1,ENSCGRP00001007829,7412,6.75666130804738e-07
ENSCGRT00001021460,ENSCGRG00001017298,ENSCGRP00001017216,15606,6.733591587791867e-07
ENSCGRT00001019070,Foxm1,ENSCGRP00001014832,13476,6.729029661778451e-07
ENSCGRT00001032143,Gbe1,ENSCGRP00001027895,25207,6.70682662382482e-07
ENSCGRT00001028301,Pabpc1,ENSCGRP00001024055,21741,6.692893494232451e-07
ENSCGRT00001016313,ENSCGRG00001013595,ENSCGRP00001012080,11053,6.691708346808595e-07
ENSCGRT00001027860,Ank1,ENSCGRP00001023614,21344,6.669580073329038e-07
ENSCGRT00001014491,Nufip1,ENSCGRP00001010270,9465,6.634933053474751e-07
ENSCGRT00001027924,Dhrs7,ENSCGRP00001023678,21404,6.63170716308398e-07
ENSCGRT00001021105,Heatr5a,ENSCGRP00001016861,15288,6.614064661923582e-07
ENSCGRT00001002522,Impdh2,ENSCGRP00001002027,1860,6.585746830410798e-07
ENSCGRT00001022544,Psip1,ENSCGRP00001018300,16576,6.574642703450436e-07
ENSCGRT00001011332,Prx,ENSCGRP00001007307,6972,6.560757322545957e-07
ENSCGRT00001016937,Myrip,ENSCGRP00001012702,11594,6.547626569046286e-07
ENSCGRT00001010935,Gmcl1,ENSCGRP00001006943,6653,6.546523214172424e-07
ENSCGRT00001027136,Hsph1,ENSCGRP00001022891,20680,6.525083591191335e-07
ENSCGRT00001031411,COPE,ENSCGRP00001027164,24538,6.517911833050502e-07
ENSCGRT00001015273,Jsrp1,ENSCGRP00001011044,10130,6.506937084267394e-07
ENSCGRT00001015081,ENSCGRG00001012647,non-coding,9966,6.489355121486918e-07
ENSCGRT00001028968,Slc12a6,ENSCGRP00001024722,22349,6.456399031127842e-07
ENSCGRT00001011221,Diablo,ENSCGRP00001007205,6888,6.455456325497776e-07
ENSCGRT00001024268,Pde5a,ENSCGRP00001020024,18141,6.436536223540995e-07
ENSCGRT00001000987,ENSCGRG00001000721,ENSCGRP00001000963,879,6.399668424330423e-07
ENSCGRT00001008799,ENSCGRG00001007528,ENSCGRP00001005692,5412,6.393932649143064e-07
ENSCGRT00001014550,Pcyox1,ENSCGRP00001010329,9513,6.393339537224669e-07
ENSCGRT00001000881,ENSCGRG00001000665,ENSCGRP00001000857,786,6.351385999954636e-07
ENSCGRT00001016633,Ppfia3,ENSCGRP00001012400,11331,6.337286498286899e-07
ENSCGRT00001003136,5S_rRNA-ENSCGRG00001002591,non-coding,2204,6.332335589757126e-07
ENSCGRT00001027168,Ryr1,ENSCGRP00001022923,20709,6.330530120159247e-07
ENSCGRT00001011336,Ctnnbip1,ENSCGRP00001007310,6975,6.305186509167215e-07
ENSCGRT00001000883,ENSCGRG00001000667,ENSCGRP00001000859,788,6.287764708881716e-07
ENSCGRT00001027124,Dnajc6,ENSCGRP00001022879,20670,6.285854190993165e-07
ENSCGRT00001006695,Psmc3,ENSCGRP00001004460,4244,6.280664711720842e-07
ENSCGRT00001032065,Rnpepl1,ENSCGRP00001027817,25136,6.272534701258188e-07
ENSCGRT00001021756,Gtf2h3,ENSCGRP00001017512,15877,6.270941859139338e-07
ENSCGRT00001018727,Atp6ap1,ENSCGRP00001014490,13162,6.265401416126705e-07
ENSCGRT00001015019,B3galt6,ENSCGRP00001010793,9906,6.264039189442463e-07
ENSCGRT00001018204,Zap70,ENSCGRP00001013967,12706,6.247952883331666e-07
ENSCGRT00001021597,Kif21b,ENSCGRP00001017353,15729,6.239551733695164e-07
ENSCGRT00001000489,Uaca,ENSCGRP00001000465,427,6.23666450882097e-07
ENSCGRT00001032566,Mboat1,ENSCGRP00001028318,25583,6.206671697380297e-07
ENSCGRT00001029146,Clip4,ENSCGRP00001024900,22511,6.20425857555608e-07
ENSCGRT00001011631,ENSCGRG00001009974,ENSCGRP00001007579,7198,6.193896442410101e-07
ENSCGRT00001016054,Cd81,ENSCGRP00001011821,10818,6.165838888028608e-07
ENSCGRT00001013814,Or10ac1,ENSCGRP00001009597,8898,6.122567469611948e-07
ENSCGRT00001019211,Svopl,ENSCGRP00001014972,13600,6.108606210085051e-07
ENSCGRT00001005735,Aldh1b1,ENSCGRP00001003894,3695,6.106524169190948e-07
ENSCGRT00001014280,Ccr1,ENSCGRP00001010060,9291,6.083515163482041e-07
ENSCGRT00001022888,Scrib,ENSCGRP00001018644,16894,6.068460575611437e-07
ENSCGRT00001025945,Ccdc88c,ENSCGRP00001021701,19615,6.067221598304432e-07
ENSCGRT00001013697,Flvcr2,ENSCGRP00001009481,8806,6.06224130831325e-07
ENSCGRT00001018617,ENSCGRG00001015257,ENSCGRP00001014380,13061,6.050831993320117e-07
ENSCGRT00001025325,Plcd4,ENSCGRP00001021081,19078,6.034912877408356e-07
ENSCGRT00001010136,Creb3l4,ENSCGRP00001006452,6157,6.01920884273133e-07
ENSCGRT00001002372,Aldh3b1,ENSCGRP00001001934,1773,5.994272361799507e-07
ENSCGRT00001024589,Nop56,ENSCGRP00001020345,18437,5.981240869200813e-07
ENSCGRT00001004459,Gm22748,non-coding,2968,5.976630612745157e-07
ENSCGRT00001030888,Nox3,ENSCGRP00001026642,24066,5.942390390102216e-07
ENSCGRT00001008667,ENSCGRG00001007412,non-coding,5346,5.94146706658023e-07
ENSCGRT00001017232,Eid2b,ENSCGRP00001012996,11850,5.922852385532554e-07
ENSCGRT00001025285,Noxo1,ENSCGRP00001021041,19042,5.919258395745364e-07
ENSCGRT00001030599,Cstb,ENSCGRP00001026353,23806,5.888158857028706e-07
ENSCGRT00001000793,ENSCGRG00001000609,ENSCGRP00001000769,711,5.844594801417939e-07
ENSCGRT00001017763,Hnrnpd,ENSCGRP00001013526,12319,5.84256696053774e-07
ENSCGRT00001021958,Fech,ENSCGRP00001017714,16057,5.842037773781172e-07
ENSCGRT00001008827,ENSCGRG00001007551,ENSCGRP00001005707,5429,5.835734455654871e-07
ENSCGRT00001010538,Brcc3dc,ENSCGRP00001006682,6395,5.831364303625014e-07
ENSCGRT00001025973,Asz1,ENSCGRP00001021729,19643,5.821097990651828e-07
ENSCGRT00001023994,Prpf3,ENSCGRP00001019750,17896,5.806496453743393e-07
ENSCGRT00001029713,Ckap2,ENSCGRP00001025467,23004,5.804254139386214e-07
ENSCGRT00001019046,Sfxn3,ENSCGRP00001014808,13453,5.781629520849177e-07
ENSCGRT00001014666,Tnnc1,ENSCGRP00001010445,9612,5.757747558864963e-07
ENSCGRT00001024051,Sgca,ENSCGRP00001019807,17951,5.751940141265964e-07
ENSCGRT00001029791,Spef2,ENSCGRP00001025545,23075,5.751604058993746e-07
ENSCGRT00001030736,Vmac,ENSCGRP00001026490,23923,5.749850043615754e-07
ENSCGRT00001019949,Fus,ENSCGRP00001015706,14260,5.729340936197615e-07
ENSCGRT00001023996,ENSCGRG00001019101,ENSCGRP00001019752,17898,5.727535818525795e-07
ENSCGRT00001030604,Dlg4,ENSCGRP00001026358,23810,5.720336489793284e-07
ENSCGRT00001016085,Sema3f,ENSCGRP00001011852,10847,5.6983185498558e-07
ENSCGRT00001017285,ENSCGRG00001014291,ENSCGRP00001013048,11900,5.673250110526795e-07
ENSCGRT00001011778,Csrnp2,ENSCGRP00001007712,7315,5.663254297785791e-07
ENSCGRT00001015440,Fgf12,ENSCGRP00001011211,10277,5.650310527613369e-07
ENSCGRT00001018359,ENSCGRG00001015096,ENSCGRP00001014122,12838,5.600671459369323e-07
ENSCGRT00001025531,Zfp9,ENSCGRP00001021287,19264,5.584194449131909e-07
ENSCGRT00001028828,Ezr,ENSCGRP00001024582,22220,5.574999823953542e-07
ENSCGRT00001017934,ENSCGRG00001014769,ENSCGRP00001013697,12467,5.571349652595067e-07
ENSCGRT00001021942,Siae,ENSCGRP00001017698,16041,5.570734014708456e-07
ENSCGRT00001017546,Slc24a5,ENSCGRP00001013309,12135,5.54611371462801e-07
ENSCGRT00001017854,Plch2,ENSCGRP00001013617,12401,5.540349029242097e-07
ENSCGRT00001001395,ENSCGRG00001001062,ENSCGRP00001001336,1193,5.532052040696558e-07
ENSCGRT00001010336,Maz,ENSCGRP00001006562,6275,5.522989236779138e-07
ENSCGRT00001000061,ENSCGRG00001000067,ENSCGRP00001000037,48,5.514114715978616e-07
ENSCGRT00001025395,Slc11a1,ENSCGRP00001021151,19139,5.498400670536976e-07
ENSCGRT00001007418,ENSCGRG00001006325,ENSCGRP00001004886,4647,5.49215708512986e-07
ENSCGRT00001029889,Pdlim4,ENSCGRP00001025643,23162,5.490117273026829e-07
ENSCGRT00001021876,Elf2,ENSCGRP00001017632,15980,5.469003948160007e-07
ENSCGRT00001026625,Espn,ENSCGRP00001022380,20219,5.467401992522995e-07
ENSCGRT00001029972,Nt5c3b,ENSCGRP00001025726,23237,5.467005291997938e-07
ENSCGRT00001025087,Dexi,ENSCGRP00001020843,18872,5.462250663702549e-07
ENSCGRT00001014734,Ing3,ENSCGRP00001010513,9670,5.451335140747802e-07
ENSCGRT00001000747,Map3k14,ENSCGRP00001000723,668,5.445948496655303e-07
ENSCGRT00001008948,Or2ag18,ENSCGRP00001005780,5499,5.44248268012707e-07
ENSCGRT00001025195,ENSCGRG00001019946,ENSCGRP00001020951,18962,5.435345012283908e-07
ENSCGRT00001000102,Lrp3,ENSCGRP00001000078,84,5.410705547325157e-07
ENSCGRT00001000573,Dnajc9,ENSCGRP00001000549,506,5.39835187198983e-07
ENSCGRT00001007571,Fbxw5,ENSCGRP00001004976,4726,5.383989962487376e-07
ENSCGRT00001017792,Zfp592,ENSCGRP00001013555,12345,5.375089045897733e-07
ENSCGRT00001014058,ENSCGRG00001011869,ENSCGRP00001009839,9106,5.374530264921483e-07
ENSCGRT00001026745,Sgce,ENSCGRP00001022500,20325,5.336650286457516e-07
ENSCGRT00001023824,Tstd1,ENSCGRP00001019580,17744,5.322710919886566e-07
ENSCGRT00001021695,Uxt,ENSCGRP00001017451,15820,5.301939709795716e-07
ENSCGRT00001022672,Brd2,ENSCGRP00001018428,16696,5.282280385559648e-07
ENSCGRT00001020670,Gphb5,ENSCGRP00001016426,14895,5.262002611080944e-07
ENSCGRT00001026214,Agrn,ENSCGRP00001021970,19856,5.250202337936504e-07
ENSCGRT00001016304,ENSCGRG00001013584,ENSCGRP00001012071,11045,5.222548029805743e-07
ENSCGRT00001031312,Jakmip1,ENSCGRP00001027065,24450,5.214356316397684e-07
ENSCGRT00001031257,Niban1,ENSCGRP00001027010,24396,5.209791550004367e-07
ENSCGRT00001003724,Ubr5,ENSCGRP00001002725,2537,5.207302388473671e-07
ENSCGRT00001018223,Specc1,ENSCGRP00001013986,12725,5.195219718092861e-07
ENSCGRT00001005706,Agxt,ENSCGRP00001003875,3677,5.18947597547973e-07
ENSCGRT00001019309,Rab27a,ENSCGRP00001015070,13687,5.188659124906248e-07
ENSCGRT00001027823,Mideas,ENSCGRP00001023577,21309,5.18640223628292e-07
ENSCGRT00001020454,Lims1,ENSCGRP00001016210,14702,5.180253505706514e-07
ENSCGRT00001019580,Tle2,ENSCGRP00001015339,13933,5.178906703846637e-07
ENSCGRT00001016597,Tas2r104,ENSCGRP00001012364,11299,5.166772425787557e-07
ENSCGRT00001010595,Spry1,ENSCGRP00001006716,6429,5.144001306109353e-07
ENSCGRT00001030528,Vamp2,ENSCGRP00001026282,23740,5.127378929701242e-07
ENSCGRT00001025514,Smurf1,ENSCGRP00001021270,19252,5.125674339993471e-07
ENSCGRT00001025019,Rras,ENSCGRP00001020775,18810,5.106847535791713e-07
ENSCGRT00001008904,U1-ENSCGRG00001007616,non-coding,5474,5.094234211480925e-07
ENSCGRT00001010923,Pcdh17,ENSCGRP00001006933,6645,5.05760387611903e-07
ENSCGRT00001030446,Entpd8,ENSCGRP00001026200,23663,5.015136681004229e-07
ENSCGRT00001018035,MED10,ENSCGRP00001013798,12558,5.014316408614074e-07
ENSCGRT00001006803,Fbln2,ENSCGRP00001004530,4315,5.001673670178597e-07
ENSCGRT00001021753,Sbno1,ENSCGRP00001017509,15874,5.000641076885693e-07
ENSCGRT00001019692,Tspyl1,ENSCGRP00001015450,14028,4.982866101096722e-07
ENSCGRT00001030308,Fuca1,ENSCGRP00001026062,23541,4.981904399219281e-07
ENSCGRT00001006797,ENSCGRG00001005773,ENSCGRP00001004525,4311,4.973883100473766e-07
ENSCGRT00001001147,Ggct,ENSCGRP00001001123,1011,4.972759691526254e-07
ENSCGRT00001011865,Myo3a,ENSCGRP00001007791,7379,4.957299911034851e-07
ENSCGRT00001011166,ENSCGRG00001009606,ENSCGRP00001007153,6848,4.945645811188952e-07
ENSCGRT00001018671,Prkcq,ENSCGRP00001014434,13108,4.930822363590478e-07
ENSCGRT00001007016,LAMP1,ENSCGRP00001004655,4431,4.923296226242727e-07
ENSCGRT00001002876,Ids,ENSCGRP00001002233,2055,4.916276026594025e-07
ENSCGRT00001025870,1810009A15Rik,ENSCGRP00001021626,19554,4.914997771738004e-07
ENSCGRT00001008213,Lrrc32,ENSCGRP00001005344,5086,4.913564099202518e-07
ENSCGRT00001008441,Dpm1,ENSCGRP00001005478,5225,4.911218397244175e-07
ENSCGRT00001016596,ENSCGRG00001013795,ENSCGRP00001012363,11298,4.889071558922669e-07
ENSCGRT00001019190,Abhd17a,ENSCGRP00001014951,13580,4.866488466177547e-07
ENSCGRT00001010453,ENSCGRG00001008995,ENSCGRP00001006635,6347,4.859471428889962e-07
ENSCGRT00001002689,Arhgap5,ENSCGRP00001002124,1953,4.839520496921091e-07
ENSCGRT00001026171,Scart2,ENSCGRP00001021927,19820,4.838682607089915e-07
ENSCGRT00001022715,Pabpc4,ENSCGRP00001018471,16736,4.823785185879363e-07
ENSCGRT00001015358,UGP2,ENSCGRP00001011129,10200,4.821775011698427e-07
ENSCGRT00001000595,Ccdc12,ENSCGRP00001000571,525,4.810341387387104e-07
ENSCGRT00001027874,Cyp2f2,ENSCGRP00001023628,21358,4.804772408298961e-07
ENSCGRT00001031102,Ccl20,ENSCGRP00001026856,24263,4.787052814906323e-07
ENSCGRT00001001507,Cwh43,ENSCGRP00001001418,1266,4.7549177277559726e-07
ENSCGRT00001023179,Hsh2d,ENSCGRP00001018935,17157,4.740668697809528e-07
ENSCGRT00001016147,Iqsec2,ENSCGRP00001011914,10904,4.7362409834579105e-07
ENSCGRT00001031222,Ap1s3,ENSCGRP00001026975,24365,4.734412172564601e-07
ENSCGRT00001031297,Pik3r1,ENSCGRP00001027050,24435,4.7289998874319413e-07
ENSCGRT00001019589,ENSCGRG00001015977,ENSCGRP00001015348,13941,4.7198159894188364e-07
ENSCGRT00001030397,Clip1,ENSCGRP00001026151,23620,4.6711456077805194e-07
ENSCGRT00001023899,Xrcc6,ENSCGRP00001019655,17811,4.6699632686372717e-07
ENSCGRT00001022038,Erbin,ENSCGRP00001017794,16125,4.635414979909093e-07
ENSCGRT00001023354,Jmjd6,ENSCGRP00001019110,17314,4.6020738753036546e-07
ENSCGRT00001020235,Kitl,ENSCGRP00001015991,14506,4.601978030885055e-07
ENSCGRT00001024132,Mettl14,ENSCGRP00001019888,18019,4.6019456246701196e-07
ENSCGRT00001014081,ENSCGRG00001011892,ENSCGRP00001009862,9127,4.5791669576002296e-07
ENSCGRT00001020145,Itfg1,ENSCGRP00001015902,14427,4.570182103703061e-07
ENSCGRT00001015366,ENSCGRG00001012849,ENSCGRP00001011137,10207,4.5427358422314186e-07
ENSCGRT00001011700,Tob2,ENSCGRP00001007641,7250,4.488346282644189e-07
ENSCGRT00001007232,ENSCGRG00001006154,non-coding,4544,4.45867938610051e-07
ENSCGRT00001029117,Nr1h3,ENSCGRP00001024871,22486,4.443459811273946e-07
ENSCGRT00001028443,Gpatch11,ENSCGRP00001024197,21871,4.4222638809494835e-07
ENSCGRT00001017280,Eef1d,ENSCGRP00001013043,11895,4.4191972964682384e-07
ENSCGRT00001005198,Gm23008,non-coding,3391,4.3974632504087295e-07
ENSCGRT00001023569,Arl6ip5,ENSCGRP00001019325,17517,4.391561494215764e-07
ENSCGRT00001011679,ENSCGRG00001010016,ENSCGRP00001007622,7233,4.388703237630618e-07
ENSCGRT00001008444,Rmnd5b,ENSCGRP00001005481,5226,4.3865002016943713e-07
ENSCGRT00001028879,Pou2f1,ENSCGRP00001024633,22270,4.380407395577096e-07
ENSCGRT00001028374,Scn10a,ENSCGRP00001024128,21810,4.37751816208115e-07
ENSCGRT00001024555,ENSCGRG00001019504,ENSCGRP00001020311,18406,4.3643507050880657e-07
ENSCGRT00001030871,Urm1,ENSCGRP00001026625,24049,4.3621948920712054e-07
ENSCGRT00001031950,Trim44,ENSCGRP00001027702,25030,4.3592159162573977e-07
ENSCGRT00001030451,Galk2,ENSCGRP00001026205,23668,4.3541445458767836e-07
ENSCGRT00001019040,ENSCGRG00001015594,ENSCGRP00001014802,13447,4.351721221478432e-07
ENSCGRT00001014235,Chd7,ENSCGRP00001010015,9253,4.342552854809103e-07
ENSCGRT00001022332,Etl4,ENSCGRP00001018088,16385,4.319266028916345e-07
ENSCGRT00001016954,Mcam,ENSCGRP00001012719,11609,4.3063857506834425e-07
ENSCGRT00001007411,Metazoa_SRP-ENSCGRG00001006314,non-coding,4643,4.2807211219683847e-07
ENSCGRT00001000032,ND5,ENSCGRP00001000011,22,4.2646369725314653e-07
ENSCGRT00001015814,Slc25a21,ENSCGRP00001011582,10604,4.26444360117336e-07
ENSCGRT00001026494,Rab2b,ENSCGRP00001022249,20098,4.237185761239134e-07
ENSCGRT00001001204,ENSCGRG00001000910,ENSCGRP00001001180,1063,4.233823863823834e-07
ENSCGRT00001015662,Sncaip,ENSCGRP00001011430,10469,4.2068408516540603e-07
ENSCGRT00001028277,Cd44,ENSCGRP00001024031,21721,4.198816398785392e-07
ENSCGRT00001026911,ENSCGRG00001021144,ENSCGRP00001022666,20480,4.193062319256491e-07
ENSCGRT00001007145,Atp2a2,ENSCGRP00001004728,4502,4.182257177189967e-07
ENSCGRT00001024275,Coq2,ENSCGRP00001020031,18148,4.1762272177998005e-07
ENSCGRT00001027272,Cacna2d2,ENSCGRP00001023027,20807,4.167927549854463e-07
ENSCGRT00001018398,ENSCGRG00001015116,ENSCGRP00001014161,12875,4.165003960800471e-07
ENSCGRT00001026376,Csf3,ENSCGRP00001022131,19994,4.149511474359151e-07
ENSCGRT00001001226,Slc25a41,ENSCGRP00001001201,1082,4.1418186116408e-07
ENSCGRT00001018795,Dcun1d2,ENSCGRP00001014558,13224,4.0811125940090666e-07
ENSCGRT00001028842,Hdac8,ENSCGRP00001024596,22233,4.0635397855516536e-07
ENSCGRT00001032152,Brdt,ENSCGRP00001027904,25213,4.058949515086673e-07
ENSCGRT00001021432,Tlcd4,ENSCGRP00001017188,15583,4.036188396674465e-07
ENSCGRT00001000849,B3gnt6,ENSCGRP00001000825,759,4.0312409436681535e-07
ENSCGRT00001001602,Otc,ENSCGRP00001001482,1325,4.005050690534688e-07
ENSCGRT00001028279,Zcchc2,ENSCGRP00001024033,21723,3.9933658006081803e-07
ENSCGRT00001011561,Gng12,ENSCGRP00001007515,7152,3.983585742741255e-07
ENSCGRT00001012570,ENSCGRG00001010726,ENSCGRP00001008441,7920,3.9240876043054013e-07
ENSCGRT00001023189,Ncbp3,ENSCGRP00001018945,17166,3.9218926075984047e-07
ENSCGRT00001010459,Gse1,ENSCGRP00001006639,6351,3.919489341579579e-07
ENSCGRT00001004233,U1-ENSCGRG00001003529,non-coding,2840,3.902439773028799e-07
